tanggal,komoditas,harga_nasional
2025-01-29,Beras,15150.0
2025-01-30,Beras,15250.0
2025-01-31,Beras,15250.0
2025-02-03,Beras,15250.0
2025-02-04,Beras,15250.0
2025-02-05,Beras,15250.0
2025-02-06,Beras,15250.0
2025-02-07,Beras,15200.0
2025-02-10,Beras,15250.0
2025-02-11,Beras,14950.0
2025-02-12,Beras,15250.0
2025-02-13,Beras,15200.0
2025-02-14,Beras,15250.0
2025-02-17,Beras,15250.0
2025-02-18,Beras,15250.0
2025-02-19,Beras,15250.0
2025-02-20,Beras,15250.0
2025-02-21,Beras,15150.0
2025-02-24,Beras,15200.0
2025-02-25,Beras,15200.0
2025-02-26,Beras,15200.0
2025-02-27,Beras,15250.0
2025-02-28,Beras,15200.0
2025-03-03,Beras,15250.0
2025-03-04,Beras,15250.0
2025-03-05,Beras,15250.0
2025-03-06,Beras,15250.0
2025-03-07,Beras,15300.0
2025-03-10,Beras,15250.0
2025-03-11,Beras,15250.0
2025-03-12,Beras,15250.0
2025-03-13,Beras,15250.0
2025-03-14,Beras,15200.0
2025-03-17,Beras,15300.0
2025-03-18,Beras,15250.0
2025-03-19,Beras,15250.0
2025-03-20,Beras,15300.0
2025-03-21,Beras,15300.0
2025-03-24,Beras,15300.0
2025-03-25,Beras,15300.0
2025-03-26,Beras,15300.0
2025-03-27,Beras,15300.0
2025-03-28,Beras,15200.0
2025-03-31,Beras,15200.0
2025-09-01,Beras,15950.0
2025-09-02,Beras,15950.0
2025-09-03,Beras,15950.0
2025-09-04,Beras,15950.0
2025-09-05,Beras,15950.0
2025-09-08,Beras,15900.0
2025-09-09,Beras,15900.0
2025-09-10,Beras,15950.0
2025-09-11,Beras,15950.0
2025-09-12,Beras,15900.0
2025-09-15,Beras,15900.0
2025-09-16,Beras,15900.0
2025-09-17,Beras,15900.0
2025-09-18,Beras,15900.0
2025-09-19,Beras,15900.0
2025-09-22,Beras,15900.0
2025-09-23,Beras,15900.0
2025-09-24,Beras,15900.0
2025-09-25,Beras,15950.0
2025-09-26,Beras,15900.0
2025-09-29,Beras,15900.0
2025-09-30,Beras,15900.0
2025-10-01,Beras,15900.0
2025-10-02,Beras,15850.0
2025-10-03,Beras,15900.0
2025-10-06,Beras,15850.0
2025-10-07,Beras,15850.0
2025-10-08,Beras,15850.0
2025-10-09,Beras,15850.0
2025-10-10,Beras,15850.0
2025-10-13,Beras,15800.0
2025-10-14,Beras,15800.0
2025-10-15,Beras,15800.0
2025-10-16,Beras,15800.0
2025-10-17,Beras,15800.0
2025-10-20,Beras,15800.0
2025-10-21,Beras,15800.0
2025-10-22,Beras,15800.0
2025-10-23,Beras,15800.0
2025-10-24,Beras,15800.0
2025-10-27,Beras,15800.0
2025-10-28,Beras,15800.0
2025-10-29,Beras,15800.0
2025-10-30,Beras,15750.0
2025-10-31,Beras,15750.0
2025-11-03,Beras,15750.0
2025-11-04,Beras,15750.0
2025-11-05,Beras,15750.0
2025-11-06,Beras,15750.0
2025-11-07,Beras,15750.0
2025-11-10,Beras,15750.0
2025-11-11,Beras,15750.0
2025-11-12,Beras,15750.0
2025-11-13,Beras,15750.0
2025-11-14,Beras,15750.0
2025-11-17,Beras,15750.0
2025-11-18,Beras,15700.0
2025-11-19,Beras,15700.0
2025-11-20,Beras,15700.0
2025-11-21,Beras,15700.0
2025-11-24,Beras,15700.0
2025-11-25,Beras,15700.0
2025-11-26,Beras,15700.0
2025-11-27,Beras,15700.0
2025-11-28,Beras,15700.0
2025-12-01,Beras,15700.0
2025-12-02,Beras,15700.0
2025-12-03,Beras,15700.0
2025-12-04,Beras,15700.0
2025-12-05,Beras,15700.0
2025-12-08,Beras,15700.0
2025-12-09,Beras,15700.0
2025-12-10,Beras,15750.0
2025-12-11,Beras,15750.0
2025-12-12,Beras,15750.0
2025-12-15,Beras,15750.0
2025-12-16,Beras,15750.0
2025-12-17,Beras,15750.0
2025-12-18,Beras,15750.0
2025-12-19,Beras,15750.0
2025-12-22,Beras,15750.0
2025-12-23,Beras,15750.0
2025-12-24,Beras,15750.0
2025-12-25,Beras,15800.0
2025-12-26,Beras,15800.0
2025-12-29,Beras,15750.0
2025-12-30,Beras,15750.0
2025-12-31,Beras,15750.0
2026-01-01,Beras,15750.0
2026-01-02,Beras,15750.0
2026-01-05,Beras,15750.0
2026-01-06,Beras,15750.0
2026-01-07,Beras,15750.0
2026-01-08,Beras,15750.0
2026-01-09,Beras,15750.0
2026-01-12,Beras,15750.0
2026-01-13,Beras,15750.0
2026-01-14,Beras,15750.0
2026-01-15,Beras,15750.0
2026-01-16,Beras,15750.0
2026-01-19,Beras,15750.0
2026-01-20,Beras,15750.0
2026-01-21,Beras,15750.0
2026-01-22,Beras,15750.0
2026-01-23,Beras,15750.0
2026-01-26,Beras,15750.0
2026-01-27,Beras,15750.0
2026-01-28,Beras,15750.0
2026-01-29,Beras,15750.0
2026-01-30,Beras,15750.0
2026-02-02,Beras,15750.0
2026-02-03,Beras,15750.0
2026-02-04,Beras,15750.0
2026-02-05,Beras,15750.0
2026-02-06,Beras,15750.0
2026-02-09,Beras,15750.0
2026-02-10,Beras,15750.0
2026-02-11,Beras,15800.0
2026-02-12,Beras,15800.0
2026-02-13,Beras,15800.0
2026-02-16,Beras,15800.0
2026-02-17,Beras,15800.0
2026-02-18,Beras,15800.0
2026-02-19,Beras,15800.0
2026-02-20,Beras,15800.0
2026-02-23,Beras,15800.0
2026-02-24,Beras,15800.0
2026-02-25,Beras,15800.0
2026-02-26,Beras,15800.0
2026-02-27,Beras,15800.0
2026-03-02,Beras,15800.0
2026-03-03,Beras,15800.0
2026-03-04,Beras,15800.0
2026-03-05,Beras,15800.0
2026-03-06,Beras,15800.0
2026-03-09,Beras,15800.0
2026-03-10,Beras,15800.0
2026-03-11,Beras,15800.0
2026-03-12,Beras,15850.0
2026-03-13,Beras,15850.0
2026-03-16,Beras,15850.0
2026-03-17,Beras,15850.0
2026-03-18,Beras,15850.0
2026-03-19,Beras,15850.0
2026-03-20,Beras,15850.0
2026-03-23,Beras,15850.0
2026-03-24,Beras,15850.0
2026-03-25,Beras,15850.0
2026-03-26,Beras,15850.0
2026-03-27,Beras,15850.0
2026-03-30,Beras,15900.0
2026-03-31,Beras,15900.0
2019-09-02,Cabai Merah,53100.0
2019-09-03,Cabai Merah,52150.0
2019-09-04,Cabai Merah,51900.0
2019-09-05,Cabai Merah,51350.0
2019-09-06,Cabai Merah,50650.0
2019-09-09,Cabai Merah,49250.0
2019-09-10,Cabai Merah,49000.0
2019-09-11,Cabai Merah,48350.0
2019-09-12,Cabai Merah,47550.0
2019-09-13,Cabai Merah,47000.0
2019-09-16,Cabai Merah,45700.0
2019-09-17,Cabai Merah,45300.0
2019-09-18,Cabai Merah,44450.0
2019-09-19,Cabai Merah,43450.0
2019-09-20,Cabai Merah,43150.0
2019-09-23,Cabai Merah,43150.0
2019-09-24,Cabai Merah,43200.0
2019-09-25,Cabai Merah,42950.0
2019-09-26,Cabai Merah,42850.0
2019-09-27,Cabai Merah,42650.0
2019-09-30,Cabai Merah,42850.0
2019-10-01,Cabai Merah,42750.0
2019-10-02,Cabai Merah,42700.0
2019-10-03,Cabai Merah,43000.0
2019-10-04,Cabai Merah,42950.0
2019-10-07,Cabai Merah,43750.0
2019-10-08,Cabai Merah,44350.0
2019-10-09,Cabai Merah,44250.0
2019-10-10,Cabai Merah,44450.0
2019-10-11,Cabai Merah,44900.0
2019-10-14,Cabai Merah,46050.0
2019-10-15,Cabai Merah,46200.0
2019-10-16,Cabai Merah,45800.0
2019-10-17,Cabai Merah,45750.0
2019-10-18,Cabai Merah,45550.0
2019-10-21,Cabai Merah,45200.0
2019-10-22,Cabai Merah,45050.0
2019-10-23,Cabai Merah,44850.0
2019-10-24,Cabai Merah,44500.0
2019-10-25,Cabai Merah,44350.0
2019-10-28,Cabai Merah,42250.0
2019-10-29,Cabai Merah,42100.0
2019-10-30,Cabai Merah,41850.0
2019-10-31,Cabai Merah,40950.0
2019-11-01,Cabai Merah,41050.0
2019-11-04,Cabai Merah,41000.0
2019-11-05,Cabai Merah,41300.0
2019-11-06,Cabai Merah,41000.0
2019-11-07,Cabai Merah,41200.0
2019-11-08,Cabai Merah,41600.0
2019-11-11,Cabai Merah,42350.0
2019-11-12,Cabai Merah,41900.0
2019-11-13,Cabai Merah,42200.0
2019-11-14,Cabai Merah,41900.0
2019-11-15,Cabai Merah,41600.0
2019-11-18,Cabai Merah,39800.0
2019-11-19,Cabai Merah,39700.0
2019-11-20,Cabai Merah,39300.0
2019-11-21,Cabai Merah,38800.0
2019-11-22,Cabai Merah,38500.0
2019-11-25,Cabai Merah,36550.0
2019-11-26,Cabai Merah,36200.0
2019-11-27,Cabai Merah,35350.0
2019-11-28,Cabai Merah,35200.0
2019-11-29,Cabai Merah,34800.0
2019-12-02,Cabai Merah,33450.0
2019-12-03,Cabai Merah,33050.0
2019-12-04,Cabai Merah,32450.0
2019-12-05,Cabai Merah,32150.0
2019-12-06,Cabai Merah,31950.0
2019-12-09,Cabai Merah,31350.0
2019-12-10,Cabai Merah,31300.0
2019-12-11,Cabai Merah,31900.0
2019-12-12,Cabai Merah,31550.0
2019-12-13,Cabai Merah,31850.0
2019-12-16,Cabai Merah,32300.0
2019-12-17,Cabai Merah,32550.0
2019-12-18,Cabai Merah,32500.0
2019-12-19,Cabai Merah,32500.0
2019-12-20,Cabai Merah,32700.0
2019-12-23,Cabai Merah,34700.0
2019-12-24,Cabai Merah,33300.0
2019-12-25,Cabai Merah,25000.0
2019-12-26,Cabai Merah,35250.0
2019-12-27,Cabai Merah,35650.0
2019-12-30,Cabai Merah,36100.0
2019-12-31,Cabai Merah,36400.0
2020-01-02,Cabai Merah,39400.0
2020-01-03,Cabai Merah,39800.0
2020-01-06,Cabai Merah,42800.0
2020-01-07,Cabai Merah,42950.0
2020-01-08,Cabai Merah,43200.0
2020-01-09,Cabai Merah,43550.0
2020-01-10,Cabai Merah,43800.0
2020-01-13,Cabai Merah,45200.0
2020-01-14,Cabai Merah,45200.0
2020-01-15,Cabai Merah,45850.0
2020-01-16,Cabai Merah,46750.0
2020-01-17,Cabai Merah,47000.0
2020-01-20,Cabai Merah,47250.0
2020-01-21,Cabai Merah,46950.0
2020-01-22,Cabai Merah,47200.0
2020-01-23,Cabai Merah,47750.0
2020-01-24,Cabai Merah,47600.0
2020-01-27,Cabai Merah,48900.0
2020-01-28,Cabai Merah,49650.0
2020-01-29,Cabai Merah,50150.0
2020-01-30,Cabai Merah,50200.0
2020-01-31,Cabai Merah,50300.0
2020-02-03,Cabai Merah,51500.0
2020-02-04,Cabai Merah,52200.0
2020-02-05,Cabai Merah,52050.0
2020-02-06,Cabai Merah,51850.0
2020-02-07,Cabai Merah,52000.0
2020-02-10,Cabai Merah,50850.0
2020-02-11,Cabai Merah,50450.0
2020-02-12,Cabai Merah,49850.0
2020-02-13,Cabai Merah,49700.0
2020-02-14,Cabai Merah,49400.0
2020-02-17,Cabai Merah,47800.0
2020-02-18,Cabai Merah,47450.0
2020-02-19,Cabai Merah,46950.0
2020-02-20,Cabai Merah,47700.0
2020-02-21,Cabai Merah,48250.0
2020-02-24,Cabai Merah,48250.0
2020-02-25,Cabai Merah,47900.0
2020-02-26,Cabai Merah,47350.0
2020-02-27,Cabai Merah,46100.0
2020-02-28,Cabai Merah,45000.0
2020-03-02,Cabai Merah,44050.0
2020-03-03,Cabai Merah,43500.0
2020-03-04,Cabai Merah,43050.0
2020-03-05,Cabai Merah,43100.0
2020-03-06,Cabai Merah,42600.0
2020-03-09,Cabai Merah,41700.0
2020-03-10,Cabai Merah,41300.0
2020-03-11,Cabai Merah,40700.0
2020-03-12,Cabai Merah,40350.0
2020-03-13,Cabai Merah,39650.0
2020-03-16,Cabai Merah,37500.0
2020-03-17,Cabai Merah,36950.0
2020-03-18,Cabai Merah,36450.0
2020-03-19,Cabai Merah,35900.0
2020-03-20,Cabai Merah,35900.0
2020-03-23,Cabai Merah,35200.0
2020-03-24,Cabai Merah,34850.0
2020-03-25,Cabai Merah,32150.0
2020-03-26,Cabai Merah,34900.0
2020-03-27,Cabai Merah,34700.0
2020-03-30,Cabai Merah,33350.0
2020-03-31,Cabai Merah,33150.0
2020-09-01,Cabai Merah,29400.0
2020-09-02,Cabai Merah,29600.0
2020-09-03,Cabai Merah,29650.0
2020-09-04,Cabai Merah,29600.0
2020-09-07,Cabai Merah,30950.0
2020-09-08,Cabai Merah,31450.0
2020-09-09,Cabai Merah,31750.0
2020-09-10,Cabai Merah,31850.0
2020-09-11,Cabai Merah,32050.0
2020-09-14,Cabai Merah,32850.0
2020-09-15,Cabai Merah,33000.0
2020-09-16,Cabai Merah,33250.0
2020-09-17,Cabai Merah,33300.0
2020-09-18,Cabai Merah,33000.0
2020-09-21,Cabai Merah,34000.0
2020-09-22,Cabai Merah,34000.0
2020-09-23,Cabai Merah,34250.0
2020-09-24,Cabai Merah,34450.0
2020-09-25,Cabai Merah,34800.0
2020-09-28,Cabai Merah,36600.0
2020-09-29,Cabai Merah,37000.0
2020-09-30,Cabai Merah,37700.0
2020-10-01,Cabai Merah,38200.0
2020-10-02,Cabai Merah,38750.0
2020-10-05,Cabai Merah,41900.0
2020-10-06,Cabai Merah,42300.0
2020-10-07,Cabai Merah,42800.0
2020-10-08,Cabai Merah,43200.0
2020-10-09,Cabai Merah,43500.0
2020-10-12,Cabai Merah,43750.0
2020-10-13,Cabai Merah,43550.0
2020-10-14,Cabai Merah,43200.0
2020-10-15,Cabai Merah,42950.0
2020-10-16,Cabai Merah,42800.0
2020-10-19,Cabai Merah,42100.0
2020-10-20,Cabai Merah,42000.0
2020-10-21,Cabai Merah,41750.0
2020-10-22,Cabai Merah,41800.0
2020-10-23,Cabai Merah,41850.0
2020-10-26,Cabai Merah,42550.0
2020-10-27,Cabai Merah,42850.0
2020-10-28,Cabai Merah,37700.0
2020-10-29,Cabai Merah,40600.0
2020-10-30,Cabai Merah,37550.0
2020-11-02,Cabai Merah,43800.0
2020-11-03,Cabai Merah,43850.0
2020-11-04,Cabai Merah,43750.0
2020-11-05,Cabai Merah,43600.0
2020-11-06,Cabai Merah,43350.0
2020-11-09,Cabai Merah,42950.0
2020-11-10,Cabai Merah,42800.0
2020-11-11,Cabai Merah,42700.0
2020-11-12,Cabai Merah,42300.0
2020-11-13,Cabai Merah,42100.0
2020-11-16,Cabai Merah,41650.0
2020-11-17,Cabai Merah,41450.0
2020-11-18,Cabai Merah,41300.0
2020-11-19,Cabai Merah,41150.0
2020-11-20,Cabai Merah,41150.0
2020-11-23,Cabai Merah,40800.0
2020-11-24,Cabai Merah,40850.0
2020-11-25,Cabai Merah,40750.0
2020-11-26,Cabai Merah,41150.0
2020-11-27,Cabai Merah,42150.0
2020-11-30,Cabai Merah,44500.0
2020-12-01,Cabai Merah,45450.0
2020-12-02,Cabai Merah,45700.0
2020-12-03,Cabai Merah,46550.0
2020-12-04,Cabai Merah,47450.0
2020-12-07,Cabai Merah,48650.0
2020-12-08,Cabai Merah,49200.0
2020-12-09,Cabai Merah,50650.0
2020-12-10,Cabai Merah,50050.0
2020-12-11,Cabai Merah,50250.0
2020-12-14,Cabai Merah,50800.0
2020-12-15,Cabai Merah,51050.0
2020-12-16,Cabai Merah,51300.0
2020-12-17,Cabai Merah,51900.0
2020-12-18,Cabai Merah,52650.0
2020-12-21,Cabai Merah,54950.0
2020-12-22,Cabai Merah,56600.0
2020-12-23,Cabai Merah,57300.0
2020-12-24,Cabai Merah,77500.0
2020-12-28,Cabai Merah,59600.0
2020-12-29,Cabai Merah,59050.0
2020-12-30,Cabai Merah,58250.0
2020-12-31,Cabai Merah,59450.0
2021-01-04,Cabai Merah,57500.0
2021-01-05,Cabai Merah,57350.0
2021-01-06,Cabai Merah,56350.0
2021-01-07,Cabai Merah,55900.0
2021-01-08,Cabai Merah,54900.0
2021-01-11,Cabai Merah,52850.0
2021-01-12,Cabai Merah,52650.0
2021-01-13,Cabai Merah,51800.0
2021-01-14,Cabai Merah,51250.0
2021-01-15,Cabai Merah,51350.0
2021-01-18,Cabai Merah,52400.0
2021-01-19,Cabai Merah,52050.0
2021-01-20,Cabai Merah,51550.0
2021-01-21,Cabai Merah,50550.0
2021-01-22,Cabai Merah,49700.0
2021-01-25,Cabai Merah,47600.0
2021-01-26,Cabai Merah,47550.0
2021-01-27,Cabai Merah,46950.0
2021-01-28,Cabai Merah,46700.0
2021-01-29,Cabai Merah,47650.0
2021-02-01,Cabai Merah,48350.0
2021-02-02,Cabai Merah,49250.0
2021-02-03,Cabai Merah,50300.0
2021-02-04,Cabai Merah,50550.0
2021-02-05,Cabai Merah,50800.0
2021-02-08,Cabai Merah,50850.0
2021-02-09,Cabai Merah,50750.0
2021-02-10,Cabai Merah,50250.0
2021-02-11,Cabai Merah,50750.0
2021-02-12,Cabai Merah,43150.0
2021-02-15,Cabai Merah,49050.0
2021-02-16,Cabai Merah,48350.0
2021-02-17,Cabai Merah,48200.0
2021-02-18,Cabai Merah,48000.0
2021-02-19,Cabai Merah,47600.0
2021-02-22,Cabai Merah,47100.0
2021-02-23,Cabai Merah,46600.0
2021-02-24,Cabai Merah,46400.0
2021-02-25,Cabai Merah,46350.0
2021-02-26,Cabai Merah,46500.0
2021-03-01,Cabai Merah,46800.0
2021-03-02,Cabai Merah,47050.0
2021-03-03,Cabai Merah,47400.0
2021-03-04,Cabai Merah,47200.0
2021-03-05,Cabai Merah,47550.0
2021-03-08,Cabai Merah,47950.0
2021-03-09,Cabai Merah,48400.0
2021-03-10,Cabai Merah,48300.0
2021-03-11,Cabai Merah,69550.0
2021-03-12,Cabai Merah,48650.0
2021-03-15,Cabai Merah,49400.0
2021-03-16,Cabai Merah,49300.0
2021-03-17,Cabai Merah,49350.0
2021-03-18,Cabai Merah,49300.0
2021-03-19,Cabai Merah,49200.0
2021-03-22,Cabai Merah,48950.0
2021-03-23,Cabai Merah,48900.0
2021-03-24,Cabai Merah,49300.0
2021-03-25,Cabai Merah,49500.0
2021-03-26,Cabai Merah,49950.0
2021-03-29,Cabai Merah,50200.0
2021-03-30,Cabai Merah,50050.0
2021-03-31,Cabai Merah,50200.0
2021-09-01,Cabai Merah,28900.0
2021-09-02,Cabai Merah,28900.0
2021-09-03,Cabai Merah,28850.0
2021-09-06,Cabai Merah,28550.0
2021-09-07,Cabai Merah,28250.0
2021-09-08,Cabai Merah,28350.0
2021-09-09,Cabai Merah,28600.0
2021-09-10,Cabai Merah,28400.0
2021-09-13,Cabai Merah,28000.0
2021-09-14,Cabai Merah,28200.0
2021-09-15,Cabai Merah,28250.0
2021-09-16,Cabai Merah,28500.0
2021-09-17,Cabai Merah,28450.0
2021-09-20,Cabai Merah,28700.0
2021-09-21,Cabai Merah,28850.0
2021-09-22,Cabai Merah,28900.0
2021-09-23,Cabai Merah,28950.0
2021-09-24,Cabai Merah,29150.0
2021-09-27,Cabai Merah,29800.0
2021-09-28,Cabai Merah,30250.0
2021-09-29,Cabai Merah,30350.0
2021-09-30,Cabai Merah,30350.0
2021-10-01,Cabai Merah,30700.0
2021-10-04,Cabai Merah,33350.0
2021-10-05,Cabai Merah,33900.0
2021-10-06,Cabai Merah,33800.0
2021-10-07,Cabai Merah,34200.0
2021-10-08,Cabai Merah,34250.0
2021-10-11,Cabai Merah,34150.0
2021-10-12,Cabai Merah,34250.0
2021-10-13,Cabai Merah,34650.0
2021-10-14,Cabai Merah,34850.0
2021-10-15,Cabai Merah,34700.0
2021-10-18,Cabai Merah,34200.0
2021-10-19,Cabai Merah,34300.0
2021-10-20,Cabai Merah,51250.0
2021-10-21,Cabai Merah,34400.0
2021-10-22,Cabai Merah,34750.0
2021-10-25,Cabai Merah,35450.0
2021-10-26,Cabai Merah,35400.0
2021-10-27,Cabai Merah,35350.0
2021-10-28,Cabai Merah,35350.0
2021-10-29,Cabai Merah,35550.0
2021-11-01,Cabai Merah,36100.0
2021-11-02,Cabai Merah,36100.0
2021-11-03,Cabai Merah,36500.0
2021-11-04,Cabai Merah,37100.0
2021-11-05,Cabai Merah,38100.0
2021-11-08,Cabai Merah,39650.0
2021-11-09,Cabai Merah,40450.0
2021-11-10,Cabai Merah,41700.0
2021-11-11,Cabai Merah,41350.0
2021-11-12,Cabai Merah,41500.0
2021-11-15,Cabai Merah,41900.0
2021-11-16,Cabai Merah,41850.0
2021-11-17,Cabai Merah,42000.0
2021-11-18,Cabai Merah,41750.0
2021-11-19,Cabai Merah,41600.0
2021-11-22,Cabai Merah,42000.0
2021-11-23,Cabai Merah,42100.0
2021-11-24,Cabai Merah,41800.0
2021-11-25,Cabai Merah,42050.0
2021-11-26,Cabai Merah,42300.0
2021-11-29,Cabai Merah,42550.0
2021-11-30,Cabai Merah,42800.0
2021-12-01,Cabai Merah,43200.0
2021-12-02,Cabai Merah,43600.0
2021-12-03,Cabai Merah,44300.0
2021-12-06,Cabai Merah,46650.0
2021-12-07,Cabai Merah,47200.0
2021-12-08,Cabai Merah,48000.0
2021-12-09,Cabai Merah,48550.0
2021-12-10,Cabai Merah,49900.0
2021-12-13,Cabai Merah,51450.0
2021-12-14,Cabai Merah,51750.0
2021-12-15,Cabai Merah,50850.0
2021-12-16,Cabai Merah,51800.0
2021-12-17,Cabai Merah,51600.0
2021-12-20,Cabai Merah,50750.0
2021-12-21,Cabai Merah,50700.0
2021-12-22,Cabai Merah,50750.0
2021-12-23,Cabai Merah,50350.0
2021-12-24,Cabai Merah,50650.0
2021-12-27,Cabai Merah,51250.0
2021-12-28,Cabai Merah,51000.0
2021-12-29,Cabai Merah,50300.0
2021-12-30,Cabai Merah,49150.0
2021-12-31,Cabai Merah,48650.0
2022-01-03,Cabai Merah,47500.0
2022-01-04,Cabai Merah,47050.0
2022-01-05,Cabai Merah,46450.0
2022-01-06,Cabai Merah,45600.0
2022-01-07,Cabai Merah,44550.0
2022-01-10,Cabai Merah,42750.0
2022-01-11,Cabai Merah,41450.0
2022-01-12,Cabai Merah,40750.0
2022-01-13,Cabai Merah,39900.0
2022-01-14,Cabai Merah,39550.0
2022-01-17,Cabai Merah,39700.0
2022-01-18,Cabai Merah,39750.0
2022-01-19,Cabai Merah,39900.0
2022-01-20,Cabai Merah,39950.0
2022-01-21,Cabai Merah,39650.0
2022-01-24,Cabai Merah,39300.0
2022-01-25,Cabai Merah,39200.0
2022-01-26,Cabai Merah,38650.0
2022-01-27,Cabai Merah,38750.0
2022-01-28,Cabai Merah,38800.0
2022-01-31,Cabai Merah,38050.0
2022-02-01,Cabai Merah,19000.0
2022-02-02,Cabai Merah,38000.0
2022-02-03,Cabai Merah,37800.0
2022-02-04,Cabai Merah,37350.0
2022-02-07,Cabai Merah,38650.0
2022-02-08,Cabai Merah,39100.0
2022-02-09,Cabai Merah,39700.0
2022-02-10,Cabai Merah,40000.0
2022-02-11,Cabai Merah,40450.0
2022-02-14,Cabai Merah,42600.0
2022-02-15,Cabai Merah,43050.0
2022-02-16,Cabai Merah,43450.0
2022-02-17,Cabai Merah,43650.0
2022-02-18,Cabai Merah,43350.0
2022-02-21,Cabai Merah,45300.0
2022-02-22,Cabai Merah,46100.0
2022-02-23,Cabai Merah,47050.0
2022-02-24,Cabai Merah,47450.0
2022-02-25,Cabai Merah,48000.0
2022-03-01,Cabai Merah,50100.0
2022-03-02,Cabai Merah,50800.0
2022-03-04,Cabai Merah,51850.0
2022-03-07,Cabai Merah,54200.0
2022-03-08,Cabai Merah,54150.0
2022-03-09,Cabai Merah,53950.0
2022-03-10,Cabai Merah,53750.0
2022-03-11,Cabai Merah,53850.0
2022-03-14,Cabai Merah,54350.0
2022-03-15,Cabai Merah,54450.0
2022-03-16,Cabai Merah,54300.0
2022-03-17,Cabai Merah,54550.0
2022-03-18,Cabai Merah,55050.0
2022-03-21,Cabai Merah,54750.0
2022-03-22,Cabai Merah,54300.0
2022-03-23,Cabai Merah,54100.0
2022-03-24,Cabai Merah,53300.0
2022-03-25,Cabai Merah,52450.0
2022-03-28,Cabai Merah,52050.0
2022-03-29,Cabai Merah,50850.0
2022-03-30,Cabai Merah,51200.0
2022-03-31,Cabai Merah,51100.0
2022-09-01,Cabai Merah,62400.0
2022-09-02,Cabai Merah,62900.0
2022-09-05,Cabai Merah,69000.0
2022-09-06,Cabai Merah,70150.0
2022-09-07,Cabai Merah,71200.0
2022-09-08,Cabai Merah,70750.0
2022-09-09,Cabai Merah,70050.0
2022-09-12,Cabai Merah,66200.0
2022-09-13,Cabai Merah,65500.0
2022-09-14,Cabai Merah,63850.0
2022-09-15,Cabai Merah,63400.0
2022-09-16,Cabai Merah,62550.0
2022-09-19,Cabai Merah,61200.0
2022-09-20,Cabai Merah,60750.0
2022-09-21,Cabai Merah,59900.0
2022-09-22,Cabai Merah,58600.0
2022-09-23,Cabai Merah,57400.0
2022-09-26,Cabai Merah,54450.0
2022-09-27,Cabai Merah,53800.0
2022-09-28,Cabai Merah,52550.0
2022-09-29,Cabai Merah,51650.0
2022-09-30,Cabai Merah,51300.0
2022-10-03,Cabai Merah,50550.0
2022-10-04,Cabai Merah,50300.0
2022-10-05,Cabai Merah,50800.0
2022-10-06,Cabai Merah,50300.0
2022-10-07,Cabai Merah,50600.0
2022-10-10,Cabai Merah,52000.0
2022-10-11,Cabai Merah,51550.0
2022-10-12,Cabai Merah,51350.0
2022-10-13,Cabai Merah,50950.0
2022-10-14,Cabai Merah,50000.0
2022-10-17,Cabai Merah,46450.0
2022-10-18,Cabai Merah,45500.0
2022-10-19,Cabai Merah,44650.0
2022-10-20,Cabai Merah,43850.0
2022-10-21,Cabai Merah,43150.0
2022-10-24,Cabai Merah,42600.0
2022-10-25,Cabai Merah,42050.0
2022-10-26,Cabai Merah,41400.0
2022-10-27,Cabai Merah,40800.0
2022-10-28,Cabai Merah,40850.0
2022-10-31,Cabai Merah,39550.0
2022-11-01,Cabai Merah,39550.0
2022-11-02,Cabai Merah,39150.0
2022-11-03,Cabai Merah,38700.0
2022-11-04,Cabai Merah,38600.0
2022-11-07,Cabai Merah,37800.0
2022-11-08,Cabai Merah,37200.0
2022-11-09,Cabai Merah,37000.0
2022-11-10,Cabai Merah,36900.0
2022-11-11,Cabai Merah,36900.0
2022-11-14,Cabai Merah,36750.0
2022-11-15,Cabai Merah,36800.0
2022-11-16,Cabai Merah,36550.0
2022-11-17,Cabai Merah,36350.0
2022-11-18,Cabai Merah,36450.0
2022-11-21,Cabai Merah,37200.0
2022-11-22,Cabai Merah,37250.0
2022-11-23,Cabai Merah,37200.0
2022-11-24,Cabai Merah,37150.0
2022-11-25,Cabai Merah,37000.0
2022-11-28,Cabai Merah,36850.0
2022-11-29,Cabai Merah,36850.0
2022-11-30,Cabai Merah,36750.0
2022-12-01,Cabai Merah,36850.0
2022-12-02,Cabai Merah,37000.0
2022-12-05,Cabai Merah,37700.0
2022-12-06,Cabai Merah,37850.0
2022-12-07,Cabai Merah,38100.0
2022-12-08,Cabai Merah,38250.0
2022-12-09,Cabai Merah,38500.0
2022-12-12,Cabai Merah,38950.0
2022-12-13,Cabai Merah,39100.0
2022-12-14,Cabai Merah,39150.0
2022-12-15,Cabai Merah,38650.0
2022-12-16,Cabai Merah,38350.0
2022-12-19,Cabai Merah,38800.0
2022-12-20,Cabai Merah,39350.0
2022-12-21,Cabai Merah,39400.0
2022-12-22,Cabai Merah,39500.0
2022-12-23,Cabai Merah,39550.0
2022-12-26,Cabai Merah,39700.0
2022-12-27,Cabai Merah,39700.0
2022-12-28,Cabai Merah,39800.0
2022-12-29,Cabai Merah,40050.0
2022-12-30,Cabai Merah,39700.0
2023-01-02,Cabai Merah,42350.0
2023-01-03,Cabai Merah,42450.0
2023-01-04,Cabai Merah,41550.0
2023-01-05,Cabai Merah,41000.0
