tanggal,komoditas,harga_nasional
2023-01-06,Cabai Merah,41000.0
2023-01-09,Cabai Merah,42100.0
2023-01-10,Cabai Merah,42100.0
2023-01-11,Cabai Merah,42050.0
2023-01-12,Cabai Merah,41800.0
2023-01-13,Cabai Merah,41750.0
2023-01-16,Cabai Merah,41750.0
2023-01-17,Cabai Merah,41250.0
2023-01-18,Cabai Merah,41100.0
2023-01-19,Cabai Merah,40800.0
2023-01-20,Cabai Merah,40450.0
2023-01-23,Cabai Merah,40050.0
2023-01-24,Cabai Merah,40900.0
2023-01-25,Cabai Merah,40850.0
2023-01-26,Cabai Merah,40550.0
2023-01-27,Cabai Merah,40850.0
2023-01-30,Cabai Merah,40750.0
2023-01-31,Cabai Merah,40600.0
2023-02-01,Cabai Merah,40750.0
2023-02-02,Cabai Merah,40700.0
2023-02-03,Cabai Merah,41600.0
2023-02-06,Cabai Merah,42750.0
2023-02-07,Cabai Merah,42900.0
2023-02-08,Cabai Merah,43150.0
2023-02-09,Cabai Merah,43200.0
2023-02-10,Cabai Merah,43050.0
2023-02-13,Cabai Merah,42650.0
2023-02-14,Cabai Merah,42900.0
2023-02-15,Cabai Merah,42950.0
2023-02-16,Cabai Merah,43500.0
2023-02-17,Cabai Merah,43800.0
2023-02-20,Cabai Merah,45950.0
2023-02-21,Cabai Merah,46350.0
2023-02-22,Cabai Merah,46950.0
2023-02-23,Cabai Merah,47100.0
2023-02-24,Cabai Merah,47500.0
2023-02-27,Cabai Merah,46750.0
2023-02-28,Cabai Merah,46500.0
2023-03-01,Cabai Merah,46550.0
2023-03-02,Cabai Merah,46450.0
2023-03-03,Cabai Merah,46050.0
2023-03-06,Cabai Merah,46450.0
2023-03-07,Cabai Merah,46450.0
2023-03-08,Cabai Merah,46550.0
2023-03-09,Cabai Merah,46600.0
2023-03-10,Cabai Merah,46750.0
2023-03-13,Cabai Merah,48000.0
2023-03-14,Cabai Merah,48300.0
2023-03-15,Cabai Merah,48600.0
2023-03-16,Cabai Merah,48350.0
2023-03-17,Cabai Merah,48800.0
2023-03-20,Cabai Merah,49550.0
2023-03-21,Cabai Merah,50550.0
2023-03-22,Cabai Merah,49800.0
2023-03-23,Cabai Merah,50500.0
2023-03-24,Cabai Merah,51600.0
2023-03-27,Cabai Merah,48850.0
2023-03-28,Cabai Merah,47300.0
2023-03-29,Cabai Merah,45500.0
2023-03-30,Cabai Merah,44350.0
2023-03-31,Cabai Merah,43450.0
2023-09-01,Cabai Merah,46600.0
2023-09-04,Cabai Merah,45700.0
2023-09-05,Cabai Merah,45250.0
2023-09-06,Cabai Merah,44950.0
2023-09-07,Cabai Merah,44800.0
2023-09-08,Cabai Merah,44050.0
2023-09-11,Cabai Merah,42850.0
2023-09-12,Cabai Merah,42400.0
2023-09-13,Cabai Merah,42050.0
2023-09-14,Cabai Merah,41650.0
2023-09-15,Cabai Merah,42000.0
2023-09-18,Cabai Merah,40950.0
2023-09-19,Cabai Merah,41050.0
2023-09-20,Cabai Merah,40900.0
2023-09-21,Cabai Merah,40850.0
2023-09-22,Cabai Merah,40600.0
2023-09-25,Cabai Merah,42100.0
2023-09-26,Cabai Merah,42600.0
2023-09-27,Cabai Merah,42900.0
2023-09-28,Cabai Merah,41950.0
2023-09-29,Cabai Merah,42800.0
2023-10-02,Cabai Merah,44250.0
2023-10-03,Cabai Merah,44600.0
2023-10-04,Cabai Merah,44550.0
2023-10-05,Cabai Merah,44700.0
2023-10-06,Cabai Merah,44700.0
2023-10-09,Cabai Merah,45200.0
2023-10-10,Cabai Merah,45750.0
2023-10-11,Cabai Merah,45250.0
2023-10-12,Cabai Merah,44750.0
2023-10-13,Cabai Merah,44450.0
2023-10-16,Cabai Merah,45200.0
2023-10-17,Cabai Merah,45400.0
2023-10-18,Cabai Merah,45300.0
2023-10-19,Cabai Merah,45250.0
2023-10-20,Cabai Merah,45300.0
2023-10-23,Cabai Merah,46650.0
2023-10-24,Cabai Merah,46750.0
2023-10-25,Cabai Merah,46950.0
2023-10-26,Cabai Merah,47650.0
2023-10-27,Cabai Merah,49350.0
2023-10-30,Cabai Merah,53000.0
2023-10-31,Cabai Merah,54250.0
2023-11-01,Cabai Merah,54600.0
2023-11-02,Cabai Merah,54950.0
2023-11-03,Cabai Merah,55500.0
2023-11-06,Cabai Merah,59150.0
2023-11-07,Cabai Merah,60350.0
2023-11-08,Cabai Merah,61450.0
2023-11-09,Cabai Merah,62100.0
2023-11-10,Cabai Merah,63200.0
2023-11-13,Cabai Merah,64350.0
2023-11-14,Cabai Merah,64400.0
2023-11-15,Cabai Merah,64600.0
2023-11-16,Cabai Merah,64500.0
2023-11-17,Cabai Merah,64700.0
2023-11-20,Cabai Merah,65550.0
2023-11-21,Cabai Merah,67000.0
2023-11-22,Cabai Merah,67800.0
2023-11-23,Cabai Merah,68100.0
2023-11-24,Cabai Merah,67400.0
2023-11-27,Cabai Merah,68400.0
2023-11-28,Cabai Merah,68950.0
2023-11-29,Cabai Merah,69250.0
2023-11-30,Cabai Merah,70600.0
2023-12-01,Cabai Merah,71400.0
2023-12-04,Cabai Merah,75650.0
2023-12-05,Cabai Merah,76050.0
2023-12-06,Cabai Merah,76500.0
2023-12-07,Cabai Merah,77100.0
2023-12-08,Cabai Merah,77100.0
2023-12-11,Cabai Merah,79400.0
2023-12-12,Cabai Merah,79050.0
2023-12-13,Cabai Merah,78500.0
2023-12-14,Cabai Merah,77350.0
2023-12-15,Cabai Merah,76500.0
2023-12-18,Cabai Merah,70950.0
2023-12-19,Cabai Merah,69950.0
2023-12-20,Cabai Merah,68300.0
2023-12-21,Cabai Merah,67200.0
2023-12-22,Cabai Merah,66600.0
2023-12-25,Cabai Merah,56200.0
2023-12-26,Cabai Merah,53050.0
2023-12-27,Cabai Merah,66150.0
2023-12-28,Cabai Merah,66300.0
2023-12-29,Cabai Merah,65000.0
2024-01-01,Cabai Merah,61450.0
2024-01-02,Cabai Merah,67050.0
2024-01-03,Cabai Merah,64800.0
2024-01-04,Cabai Merah,63400.0
2024-01-05,Cabai Merah,61650.0
2024-01-08,Cabai Merah,57950.0
2024-01-09,Cabai Merah,57350.0
2024-01-10,Cabai Merah,56750.0
2024-01-11,Cabai Merah,56200.0
2024-01-12,Cabai Merah,54950.0
2024-01-15,Cabai Merah,54950.0
2024-01-16,Cabai Merah,55150.0
2024-01-17,Cabai Merah,55450.0
2024-01-18,Cabai Merah,54850.0
2024-01-19,Cabai Merah,54400.0
2024-01-22,Cabai Merah,55700.0
2024-01-23,Cabai Merah,56600.0
2024-01-24,Cabai Merah,56800.0
2024-01-25,Cabai Merah,56100.0
2024-01-26,Cabai Merah,55700.0
2024-01-29,Cabai Merah,55150.0
2024-01-30,Cabai Merah,55300.0
2024-01-31,Cabai Merah,55250.0
2024-02-01,Cabai Merah,55150.0
2024-02-02,Cabai Merah,55850.0
2024-02-05,Cabai Merah,57700.0
2024-02-06,Cabai Merah,58050.0
2024-02-07,Cabai Merah,59050.0
2024-02-08,Cabai Merah,59200.0
2024-02-09,Cabai Merah,58550.0
2024-02-12,Cabai Merah,60350.0
2024-02-13,Cabai Merah,61200.0
2024-02-14,Cabai Merah,61200.0
2024-02-15,Cabai Merah,63650.0
2024-02-16,Cabai Merah,65450.0
2024-02-19,Cabai Merah,68250.0
2024-02-20,Cabai Merah,69750.0
2024-02-21,Cabai Merah,70350.0
2024-02-22,Cabai Merah,71650.0
2024-02-23,Cabai Merah,72800.0
2024-02-26,Cabai Merah,73400.0
2024-02-27,Cabai Merah,74000.0
2024-02-28,Cabai Merah,73350.0
2024-02-29,Cabai Merah,72550.0
2024-03-01,Cabai Merah,71150.0
2024-03-04,Cabai Merah,69100.0
2024-03-05,Cabai Merah,69150.0
2024-03-06,Cabai Merah,69000.0
2024-03-07,Cabai Merah,68550.0
2024-03-08,Cabai Merah,69000.0
2024-03-11,Cabai Merah,68900.0
2024-03-12,Cabai Merah,69100.0
2024-03-13,Cabai Merah,74100.0
2024-03-14,Cabai Merah,73600.0
2024-03-15,Cabai Merah,71900.0
2024-03-18,Cabai Merah,61850.0
2024-03-19,Cabai Merah,59200.0
2024-03-20,Cabai Merah,57050.0
2024-03-21,Cabai Merah,54850.0
2024-03-22,Cabai Merah,53000.0
2024-03-25,Cabai Merah,50150.0
2024-03-26,Cabai Merah,49900.0
2024-03-27,Cabai Merah,49500.0
2024-03-28,Cabai Merah,49000.0
2024-03-29,Cabai Merah,48500.0
2024-09-02,Cabai Merah,44000.0
2024-09-03,Cabai Merah,43700.0
2024-09-04,Cabai Merah,43300.0
2024-09-05,Cabai Merah,42300.0
2024-09-06,Cabai Merah,42000.0
2024-09-09,Cabai Merah,40850.0
2024-09-10,Cabai Merah,40100.0
2024-09-11,Cabai Merah,39850.0
2024-09-12,Cabai Merah,39300.0
2024-09-13,Cabai Merah,39350.0
2024-09-16,Cabai Merah,37300.0
2024-09-17,Cabai Merah,38850.0
2024-09-18,Cabai Merah,38850.0
2024-09-19,Cabai Merah,38800.0
2024-09-20,Cabai Merah,38900.0
2024-09-23,Cabai Merah,37400.0
2024-09-24,Cabai Merah,37850.0
2024-09-25,Cabai Merah,37200.0
2024-09-26,Cabai Merah,37000.0
2024-09-27,Cabai Merah,36550.0
2024-09-30,Cabai Merah,36000.0
2024-10-01,Cabai Merah,36000.0
2024-10-02,Cabai Merah,36100.0
2024-10-03,Cabai Merah,35850.0
2024-10-04,Cabai Merah,35550.0
2024-10-07,Cabai Merah,34850.0
2024-10-08,Cabai Merah,34700.0
2024-10-09,Cabai Merah,34900.0
2024-10-10,Cabai Merah,33950.0
2024-10-11,Cabai Merah,34550.0
2024-10-14,Cabai Merah,34950.0
2024-10-15,Cabai Merah,34750.0
2024-10-16,Cabai Merah,35000.0
2024-10-17,Cabai Merah,34050.0
2024-10-18,Cabai Merah,34900.0
2024-10-21,Cabai Merah,36150.0
2024-10-22,Cabai Merah,35700.0
2024-10-23,Cabai Merah,35650.0
2024-10-24,Cabai Merah,34600.0
2024-10-25,Cabai Merah,35200.0
2024-10-28,Cabai Merah,34550.0
2024-10-29,Cabai Merah,34100.0
2024-10-30,Cabai Merah,33450.0
2024-10-31,Cabai Merah,33400.0
2024-11-01,Cabai Merah,33200.0
2024-11-04,Cabai Merah,32900.0
2024-11-05,Cabai Merah,32650.0
2024-11-06,Cabai Merah,33150.0
2024-11-07,Cabai Merah,32400.0
2024-11-08,Cabai Merah,33200.0
2024-11-11,Cabai Merah,32750.0
2024-11-12,Cabai Merah,32600.0
2024-11-13,Cabai Merah,33050.0
2024-11-14,Cabai Merah,32600.0
2024-11-15,Cabai Merah,32900.0
2024-11-18,Cabai Merah,32750.0
2024-11-19,Cabai Merah,33350.0
2024-11-20,Cabai Merah,33600.0
2024-11-21,Cabai Merah,33750.0
2024-11-22,Cabai Merah,33900.0
2024-11-25,Cabai Merah,34400.0
2024-11-26,Cabai Merah,33650.0
2024-11-27,Cabai Merah,30950.0
2024-11-28,Cabai Merah,34250.0
2024-11-29,Cabai Merah,34300.0
2024-12-02,Cabai Merah,34650.0
2024-12-03,Cabai Merah,34900.0
2024-12-04,Cabai Merah,34700.0
2024-12-05,Cabai Merah,34900.0
2024-12-06,Cabai Merah,35150.0
2024-12-09,Cabai Merah,35750.0
2024-12-10,Cabai Merah,36300.0
2024-12-11,Cabai Merah,36850.0
2024-12-12,Cabai Merah,37000.0
2024-12-13,Cabai Merah,36450.0
2024-12-16,Cabai Merah,39000.0
2024-12-17,Cabai Merah,40050.0
2024-12-18,Cabai Merah,40900.0
2024-12-19,Cabai Merah,40950.0
2024-12-20,Cabai Merah,41600.0
2024-12-23,Cabai Merah,45400.0
2024-12-24,Cabai Merah,47650.0
2024-12-25,Cabai Merah,47600.0
2024-12-26,Cabai Merah,48150.0
2024-12-27,Cabai Merah,52750.0
2024-12-30,Cabai Merah,57400.0
2024-12-31,Cabai Merah,58050.0
2025-01-01,Cabai Merah,57500.0
2025-01-02,Cabai Merah,58950.0
2025-01-03,Cabai Merah,59050.0
2025-01-06,Cabai Merah,57450.0
2025-01-07,Cabai Merah,57250.0
2025-01-08,Cabai Merah,57200.0
2025-01-09,Cabai Merah,56400.0
2025-01-10,Cabai Merah,57000.0
2025-01-13,Cabai Merah,57750.0
2025-01-14,Cabai Merah,58150.0
2025-01-15,Cabai Merah,56350.0
2025-01-16,Cabai Merah,56500.0
2025-01-17,Cabai Merah,57950.0
2025-01-20,Cabai Merah,59300.0
2025-01-21,Cabai Merah,58950.0
2025-01-22,Cabai Merah,58700.0
2025-01-23,Cabai Merah,58450.0
2025-01-24,Cabai Merah,59150.0
2025-01-27,Cabai Merah,59700.0
2025-01-28,Cabai Merah,59650.0
2025-01-29,Cabai Merah,59650.0
2025-01-30,Cabai Merah,60450.0
2025-01-31,Cabai Merah,60550.0
2025-02-03,Cabai Merah,60950.0
2025-02-04,Cabai Merah,60750.0
2025-02-05,Cabai Merah,60450.0
2025-02-06,Cabai Merah,60050.0
2025-02-07,Cabai Merah,58350.0
2025-02-10,Cabai Merah,56200.0
2025-02-11,Cabai Merah,52750.0
2025-02-12,Cabai Merah,54650.0
2025-02-13,Cabai Merah,53500.0
2025-02-14,Cabai Merah,53600.0
2025-02-17,Cabai Merah,53250.0
2025-02-18,Cabai Merah,53800.0
2025-02-19,Cabai Merah,53350.0
2025-02-20,Cabai Merah,53500.0
2025-02-21,Cabai Merah,53750.0
2025-02-24,Cabai Merah,56550.0
2025-02-25,Cabai Merah,57850.0
2025-02-26,Cabai Merah,57950.0
2025-02-27,Cabai Merah,59150.0
2025-02-28,Cabai Merah,60150.0
2025-03-03,Cabai Merah,67200.0
2025-03-04,Cabai Merah,66250.0
2025-03-05,Cabai Merah,65400.0
2025-03-06,Cabai Merah,63700.0
2025-03-07,Cabai Merah,61300.0
2025-03-10,Cabai Merah,58000.0
2025-03-11,Cabai Merah,56050.0
2025-03-12,Cabai Merah,55700.0
2025-03-13,Cabai Merah,54200.0
2025-03-14,Cabai Merah,53300.0
2025-03-17,Cabai Merah,54500.0
2025-03-18,Cabai Merah,54000.0
2025-03-19,Cabai Merah,53750.0
2025-03-20,Cabai Merah,54000.0
2025-03-21,Cabai Merah,54150.0
2025-03-24,Cabai Merah,57750.0
2025-03-25,Cabai Merah,59350.0
2025-03-26,Cabai Merah,61950.0
2025-03-27,Cabai Merah,65250.0
2025-03-28,Cabai Merah,64300.0
2025-03-31,Cabai Merah,63950.0
2025-09-01,Cabai Merah,46900.0
2025-09-02,Cabai Merah,47750.0
2025-09-03,Cabai Merah,48800.0
2025-09-04,Cabai Merah,49250.0
2025-09-05,Cabai Merah,49150.0
2025-09-08,Cabai Merah,53950.0
2025-09-09,Cabai Merah,54250.0
2025-09-10,Cabai Merah,53150.0
2025-09-11,Cabai Merah,53050.0
2025-09-12,Cabai Merah,53050.0
2025-09-15,Cabai Merah,55950.0
2025-09-16,Cabai Merah,56450.0
2025-09-17,Cabai Merah,57100.0
2025-09-18,Cabai Merah,57200.0
2025-09-19,Cabai Merah,57650.0
2025-09-22,Cabai Merah,58800.0
2025-09-23,Cabai Merah,59300.0
2025-09-24,Cabai Merah,58950.0
2025-09-25,Cabai Merah,58750.0
2025-09-26,Cabai Merah,58500.0
2025-09-29,Cabai Merah,58200.0
2025-09-30,Cabai Merah,57400.0
2025-10-01,Cabai Merah,57350.0
2025-10-02,Cabai Merah,56650.0
2025-10-03,Cabai Merah,56450.0
2025-10-06,Cabai Merah,58500.0
2025-10-07,Cabai Merah,58900.0
2025-10-08,Cabai Merah,58250.0
2025-10-09,Cabai Merah,57950.0
2025-10-10,Cabai Merah,57650.0
2025-10-13,Cabai Merah,57800.0
2025-10-14,Cabai Merah,57150.0
2025-10-15,Cabai Merah,56350.0
2025-10-16,Cabai Merah,55650.0
2025-10-17,Cabai Merah,55850.0
2025-10-20,Cabai Merah,55400.0
2025-10-21,Cabai Merah,54950.0
2025-10-22,Cabai Merah,54300.0
2025-10-23,Cabai Merah,53650.0
2025-10-24,Cabai Merah,53200.0
2025-10-27,Cabai Merah,53350.0
2025-10-28,Cabai Merah,53350.0
2025-10-29,Cabai Merah,53050.0
2025-10-30,Cabai Merah,53100.0
2025-10-31,Cabai Merah,52750.0
2025-11-03,Cabai Merah,53100.0
2025-11-04,Cabai Merah,53550.0
2025-11-05,Cabai Merah,53850.0
2025-11-06,Cabai Merah,54600.0
2025-11-07,Cabai Merah,55750.0
2025-11-10,Cabai Merah,56650.0
2025-11-11,Cabai Merah,57200.0
2025-11-12,Cabai Merah,56650.0
2025-11-13,Cabai Merah,56300.0
2025-11-14,Cabai Merah,56000.0
2025-11-17,Cabai Merah,56350.0
2025-11-18,Cabai Merah,56450.0
2025-11-19,Cabai Merah,56450.0
2025-11-20,Cabai Merah,56700.0
2025-11-21,Cabai Merah,57450.0
2025-11-24,Cabai Merah,58350.0
2025-11-25,Cabai Merah,59200.0
2025-11-26,Cabai Merah,59450.0
2025-11-27,Cabai Merah,60500.0
2025-11-28,Cabai Merah,65600.0
2025-12-01,Cabai Merah,66050.0
2025-12-02,Cabai Merah,65350.0
2025-12-03,Cabai Merah,63950.0
2025-12-04,Cabai Merah,63000.0
2025-12-05,Cabai Merah,62000.0
2025-12-08,Cabai Merah,62250.0
2025-12-09,Cabai Merah,62450.0
2025-12-10,Cabai Merah,62750.0
2025-12-11,Cabai Merah,63350.0
2025-12-12,Cabai Merah,63300.0
2025-12-15,Cabai Merah,62450.0
2025-12-16,Cabai Merah,61350.0
2025-12-17,Cabai Merah,60300.0
2025-12-18,Cabai Merah,59600.0
2025-12-19,Cabai Merah,58450.0
2025-12-22,Cabai Merah,54950.0
2025-12-23,Cabai Merah,53950.0
2025-12-24,Cabai Merah,53750.0
2025-12-25,Cabai Merah,53950.0
2025-12-26,Cabai Merah,54150.0
2025-12-29,Cabai Merah,50550.0
2025-12-30,Cabai Merah,49500.0
2025-12-31,Cabai Merah,49200.0
2026-01-01,Cabai Merah,49150.0
2026-01-02,Cabai Merah,49250.0
2026-01-05,Cabai Merah,47650.0
2026-01-06,Cabai Merah,46900.0
2026-01-07,Cabai Merah,45550.0
2026-01-08,Cabai Merah,44400.0
2026-01-09,Cabai Merah,43650.0
2026-01-12,Cabai Merah,42200.0
2026-01-13,Cabai Merah,41550.0
2026-01-14,Cabai Merah,41200.0
2026-01-15,Cabai Merah,40700.0
2026-01-16,Cabai Merah,40650.0
2026-01-19,Cabai Merah,40050.0
2026-01-20,Cabai Merah,39750.0
2026-01-21,Cabai Merah,39450.0
2026-01-22,Cabai Merah,39300.0
2026-01-23,Cabai Merah,39050.0
2026-01-26,Cabai Merah,39500.0
2026-01-27,Cabai Merah,39450.0
2026-01-28,Cabai Merah,39550.0
2026-01-29,Cabai Merah,39550.0
2026-01-30,Cabai Merah,39600.0
2026-02-02,Cabai Merah,40450.0
2026-02-03,Cabai Merah,41250.0
2026-02-04,Cabai Merah,41950.0
2026-02-05,Cabai Merah,42350.0
2026-02-06,Cabai Merah,42600.0
2026-02-09,Cabai Merah,44250.0
2026-02-10,Cabai Merah,44900.0
2026-02-11,Cabai Merah,45550.0
2026-02-12,Cabai Merah,45350.0
2026-02-13,Cabai Merah,45450.0
2026-02-16,Cabai Merah,45600.0
2026-02-17,Cabai Merah,45650.0
2026-02-18,Cabai Merah,49050.0
2026-02-19,Cabai Merah,49300.0
2026-02-20,Cabai Merah,50750.0
2026-02-23,Cabai Merah,49450.0
2026-02-24,Cabai Merah,48400.0
2026-02-25,Cabai Merah,46850.0
2026-02-26,Cabai Merah,45800.0
2026-02-27,Cabai Merah,44950.0
2026-03-02,Cabai Merah,44350.0
2026-03-03,Cabai Merah,43950.0
2026-03-04,Cabai Merah,43850.0
2026-03-05,Cabai Merah,43650.0
2026-03-06,Cabai Merah,43900.0
2026-03-09,Cabai Merah,43800.0
2026-03-10,Cabai Merah,44000.0
2026-03-11,Cabai Merah,44350.0
2026-03-12,Cabai Merah,45500.0
2026-03-13,Cabai Merah,47400.0
2026-03-16,Cabai Merah,52600.0
2026-03-17,Cabai Merah,55800.0
2026-03-18,Cabai Merah,56050.0
2026-03-19,Cabai Merah,55950.0
2026-03-20,Cabai Merah,56000.0
2026-03-23,Cabai Merah,56850.0
2026-03-24,Cabai Merah,56400.0
2026-03-25,Cabai Merah,54800.0
2026-03-26,Cabai Merah,53400.0
2026-03-27,Cabai Merah,52100.0
2026-03-30,Cabai Merah,47900.0
2026-03-31,Cabai Merah,47700.0
2019-09-02,Cabai Rawit,58150.0
2019-09-03,Cabai Rawit,59000.0
2019-09-04,Cabai Rawit,59550.0
2019-09-05,Cabai Rawit,59700.0
2019-09-06,Cabai Rawit,60100.0
2019-09-09,Cabai Rawit,60950.0
2019-09-10,Cabai Rawit,61400.0
2019-09-11,Cabai Rawit,60250.0
2019-09-12,Cabai Rawit,60350.0
2019-09-13,Cabai Rawit,60150.0
2019-09-16,Cabai Rawit,58950.0
2019-09-17,Cabai Rawit,58850.0
2019-09-18,Cabai Rawit,57850.0
2019-09-19,Cabai Rawit,57750.0
2019-09-20,Cabai Rawit,57200.0
2019-09-23,Cabai Rawit,56000.0
2019-09-24,Cabai Rawit,55450.0
2019-09-25,Cabai Rawit,55100.0
2019-09-26,Cabai Rawit,54750.0
2019-09-27,Cabai Rawit,54600.0
2019-09-30,Cabai Rawit,54450.0
2019-10-01,Cabai Rawit,54200.0
2019-10-02,Cabai Rawit,54750.0
2019-10-03,Cabai Rawit,55400.0
2019-10-04,Cabai Rawit,55600.0
2019-10-07,Cabai Rawit,56250.0
2019-10-08,Cabai Rawit,56400.0
2019-10-09,Cabai Rawit,55900.0
2019-10-10,Cabai Rawit,56450.0
2019-10-11,Cabai Rawit,57300.0
2019-10-14,Cabai Rawit,56250.0
2019-10-15,Cabai Rawit,56500.0
2019-10-16,Cabai Rawit,54350.0
2019-10-17,Cabai Rawit,55950.0
2019-10-18,Cabai Rawit,55950.0
2019-10-21,Cabai Rawit,56500.0
2019-10-22,Cabai Rawit,56400.0
2019-10-23,Cabai Rawit,55400.0
2019-10-24,Cabai Rawit,54450.0
2019-10-25,Cabai Rawit,54350.0
2019-10-28,Cabai Rawit,54050.0
2019-10-29,Cabai Rawit,54150.0
2019-10-30,Cabai Rawit,54000.0
2019-10-31,Cabai Rawit,51600.0
2019-11-01,Cabai Rawit,53600.0
2019-11-04,Cabai Rawit,54100.0
2019-11-05,Cabai Rawit,53800.0
2019-11-06,Cabai Rawit,53850.0
2019-11-07,Cabai Rawit,53700.0
2019-11-08,Cabai Rawit,53550.0
2019-11-11,Cabai Rawit,53700.0
2019-11-12,Cabai Rawit,53100.0
2019-11-13,Cabai Rawit,53150.0
2019-11-14,Cabai Rawit,53100.0
2019-11-15,Cabai Rawit,52800.0
2019-11-18,Cabai Rawit,50800.0
2019-11-19,Cabai Rawit,49900.0
2019-11-20,Cabai Rawit,49450.0
2019-11-21,Cabai Rawit,48600.0
2019-11-22,Cabai Rawit,47700.0
2019-11-25,Cabai Rawit,45600.0
2019-11-26,Cabai Rawit,45150.0
2019-11-27,Cabai Rawit,44350.0
2019-11-28,Cabai Rawit,43700.0
2019-11-29,Cabai Rawit,43150.0
2019-12-02,Cabai Rawit,41050.0
2019-12-03,Cabai Rawit,40750.0
2019-12-04,Cabai Rawit,40250.0
2019-12-05,Cabai Rawit,39900.0
2019-12-06,Cabai Rawit,39700.0
2019-12-09,Cabai Rawit,38700.0
2019-12-10,Cabai Rawit,38650.0
2019-12-11,Cabai Rawit,37650.0
2019-12-12,Cabai Rawit,37950.0
2019-12-13,Cabai Rawit,37750.0
2019-12-16,Cabai Rawit,37200.0
2019-12-17,Cabai Rawit,37000.0
2019-12-18,Cabai Rawit,36850.0
2019-12-19,Cabai Rawit,37100.0
2019-12-20,Cabai Rawit,37100.0
2019-12-23,Cabai Rawit,38950.0
2019-12-24,Cabai Rawit,39800.0
2019-12-25,Cabai Rawit,32200.0
2019-12-26,Cabai Rawit,39500.0
2019-12-27,Cabai Rawit,39000.0
2019-12-30,Cabai Rawit,38700.0
2019-12-31,Cabai Rawit,39150.0
2020-01-02,Cabai Rawit,41200.0
2020-01-03,Cabai Rawit,42900.0
2020-01-06,Cabai Rawit,46900.0
2020-01-07,Cabai Rawit,47600.0
2020-01-08,Cabai Rawit,47550.0
2020-01-09,Cabai Rawit,47500.0
2020-01-10,Cabai Rawit,47600.0
2020-01-13,Cabai Rawit,48350.0
2020-01-14,Cabai Rawit,49350.0
2020-01-15,Cabai Rawit,50050.0
2020-01-16,Cabai Rawit,51200.0
2020-01-17,Cabai Rawit,52100.0
2020-01-20,Cabai Rawit,54350.0
2020-01-21,Cabai Rawit,55200.0
2020-01-22,Cabai Rawit,56300.0
2020-01-23,Cabai Rawit,57200.0
2020-01-24,Cabai Rawit,57150.0
2020-01-27,Cabai Rawit,58250.0
2020-01-28,Cabai Rawit,58500.0
2020-01-29,Cabai Rawit,58650.0
2020-01-30,Cabai Rawit,57950.0
2020-01-31,Cabai Rawit,57750.0
2020-02-03,Cabai Rawit,58150.0
2020-02-04,Cabai Rawit,58350.0
2020-02-05,Cabai Rawit,57900.0
2020-02-06,Cabai Rawit,57250.0
2020-02-07,Cabai Rawit,56800.0
2020-02-10,Cabai Rawit,53550.0
2020-02-11,Cabai Rawit,53400.0
2020-02-12,Cabai Rawit,52550.0
2020-02-13,Cabai Rawit,51800.0
2020-02-14,Cabai Rawit,50400.0
2020-02-17,Cabai Rawit,47450.0
2020-02-18,Cabai Rawit,46500.0
2020-02-19,Cabai Rawit,45500.0
2020-02-20,Cabai Rawit,44300.0
2020-02-21,Cabai Rawit,43700.0
2020-02-24,Cabai Rawit,41100.0
2020-02-25,Cabai Rawit,40450.0
2020-02-26,Cabai Rawit,39850.0
2020-02-27,Cabai Rawit,39700.0
2020-02-28,Cabai Rawit,38550.0
2020-03-02,Cabai Rawit,38300.0
2020-03-03,Cabai Rawit,38450.0
2020-03-04,Cabai Rawit,38400.0
2020-03-05,Cabai Rawit,38600.0
2020-03-06,Cabai Rawit,38350.0
2020-03-09,Cabai Rawit,37950.0
2020-03-10,Cabai Rawit,38000.0
2020-03-11,Cabai Rawit,37800.0
2020-03-12,Cabai Rawit,38200.0
2020-03-13,Cabai Rawit,38250.0
2020-03-16,Cabai Rawit,39000.0
2020-03-17,Cabai Rawit,39750.0
2020-03-18,Cabai Rawit,40000.0
2020-03-19,Cabai Rawit,40150.0
2020-03-20,Cabai Rawit,40350.0
2020-03-23,Cabai Rawit,41000.0
2020-03-24,Cabai Rawit,41550.0
2020-03-25,Cabai Rawit,33900.0
2020-03-26,Cabai Rawit,42050.0
2020-03-27,Cabai Rawit,42750.0
2020-03-30,Cabai Rawit,42350.0
2020-03-31,Cabai Rawit,42300.0
2020-09-01,Cabai Rawit,31900.0
2020-09-02,Cabai Rawit,31800.0
2020-09-03,Cabai Rawit,32000.0
2020-09-04,Cabai Rawit,32000.0
2020-09-07,Cabai Rawit,32750.0
2020-09-08,Cabai Rawit,32550.0
2020-09-09,Cabai Rawit,32800.0
2020-09-10,Cabai Rawit,32600.0
2020-09-11,Cabai Rawit,32650.0
2020-09-14,Cabai Rawit,32100.0
2020-09-15,Cabai Rawit,31850.0
2020-09-16,Cabai Rawit,32050.0
2020-09-17,Cabai Rawit,32000.0
2020-09-18,Cabai Rawit,31550.0
2020-09-21,Cabai Rawit,31500.0
2020-09-22,Cabai Rawit,30800.0
2020-09-23,Cabai Rawit,30700.0
2020-09-24,Cabai Rawit,30600.0
2020-09-25,Cabai Rawit,30700.0
2020-09-28,Cabai Rawit,30600.0
2020-09-29,Cabai Rawit,30900.0
2020-09-30,Cabai Rawit,31550.0
2020-10-01,Cabai Rawit,31700.0
2020-10-02,Cabai Rawit,31800.0
