judul,sumber,tanggal,tautan,relevan,label,n_tolak,n_dukung,episode
"Dari Plastik Sampai Ekspor Pasir, Bom Waktu di Laut Kita",Greenpeace,2023-06-08 07:00:00,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQOVU4MjdhQ25xSnRDZ0dBX0JhaXNpSnFPeTZWaXBPZzhFT2x0N1RDU2RkOGpEVVpRUUVTbjV6N1NfT2M2dUpaRU5tbnl2RXNFS3lfaFQzS1lnZ1o5NllKTU5uczZKVmFQcVBRcG56UG81Wk0zZ09Ib3NRYzY5eWtPU1B5Q1h2T19NQ3AyMlVpOVdfeW53S2VOZk1CaUlSZmxoWXNtZEZwcWM2dw?oc=5,True,netral,0,0,E1_pp_disahkan
Greenwashing dalam Kebijakan PP Nomor 26 Tahun 2023: Perlindungan Lingkungan atau Eksploitasi?,Kompasiana.com,2023-06-08 07:00:00,https://news.google.com/rss/articles/CBMi9AFBVV95cUxOZHc3ME1ZLTdmeW5NeEY1eGZ3cW04Z3dfcmNFdWNlajczdTlyZ0paaDlicTZvWGpneGM3YkoxQ050NlRybnlVc205MjZKYkJsZ2pWMUlTWHRIOEgzVHVhWHk5YWZYT3BCWWtWQU1ud0M5UFFtV1BIRzFIYmZudXVvdzV4TUd1a1hvWUdDVUdvSXVOQy1CN1NhRDRUM204WVVJTmVUMVc1VlFHdTMwV0lJUmdjb0xVQzc1ZENzZ0FzeExnbGVwVjVzTXpRRWRXX3Ewa0JhcVpyOFZhUU5UYk5HQWhrUElmdXc5aFFta2FGWl9SeWdr?oc=5,False,di_luar_topik,1,0,E1_pp_disahkan
Ajakan Bergabung Tim Kajian Sedimentasi Laut Ditanggapi Dingin,betahita.id,2023-06-08 07:00:00,https://news.google.com/rss/articles/CBMinwFBVV95cUxPaDFQNzVnNS1XVDJpVHRKNGw1M2t1NkpiRXc4cHV6d0x5UFNsY2FyZVVVVXZPcXMxeU15RlBPRnhWWFZ2VmN4T0pFT2xKZUFaa00wMGotSkJpSkFWRU9IZ1VhbVhnWEJCeFk3Q2h5bXJncUJoNDlrcUkta0FidE5kQVFWUEVraC00RWhWNEtQamlYSkhKMGxBT0w4bFR0b2M?oc=5,True,netral,0,0,E1_pp_disahkan
"Lewat PP Pasir laut, Moro Demak Bisa Bebas Sedimentasi",RRI.co.id,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMimAFBVV95cUxPanB2VmRRb2hKd2xoQ0hDT01SRzhqUUs1dnVWUGs2SnoyYVRObVZrcmpKSXZJeGhsdHhQUjhlYUlBLVI1NDJjWDFkTVhSZmEzbk1LLU56di1oZGluYkYyM0s5NUxuT3FYOWxoSkl1VzdWRVE5bXZiRDY5VHlCN1RMM3RVU1FUV2k3WElyRV9PVXZfUVFOdVh0bA?oc=5,True,netral,0,0,E1_pp_disahkan
Potensi Bencana dari Ekspor Pasir Laut,Katadata.co.id,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMijwFBVV95cUxOdkR0ZWQycE9qRnN0OEFRVTFINENMQTYzczkwNWdqZHF6Ukx4TEt2dTBJSEVkd1huaWV2b2VENl9BUDduT2l1QU5DeXFVMmhzbWE2VVlYT1pTeTZHMXdGMU1jR0hJc2NMRG1BTWpuMmQ2WkJDSG0ycXdpV1dSUTlqRU1wVWtKaHl5UkU1dVp6a9IBlAFBVV95cUxQM1VTY2gwT1N2ZEVLbF9zWTU1X2VzbkpMc044SnZYTXBLWUdnUy1DQW5ndlVNRXRuOS1uNmUzMkNvaU5DZ3FLV2tLaGJIWUlqTUZZWm5BOGh4Vmx6VkpHSm9HTlNZTUtVbUd6OUNLMUZEMmZhM0w4T1R5emJLTDFoRjhKRzVTc1dULXg3QWNESW81Mk9j?oc=5,True,menolak,1,0,E1_pp_disahkan
"Sebut Menentang Ekspor Pasir Laut sejak Jaman Megawati, Zulhas tak Ikut Bahas PP yang Diteken Jokowi",Tribunkaltim.co,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQVDFOUnYtbXlXT1lzY2hWSjh4TXlFV3VoY2dYRmFMQUVja3ZzQ3ZRSXVzc1BTbVBPaUFfWjRzVkVPdGNkaFdWSUxhcUxDZGRpRzFsb0xNX2ttS3BUazJKX1VZQTB3dXpZdUpjQ2s4Mm1BZENWVWl6MG8xc05aZzFHWWJtR0pYT1dMb2J5MVhyMTNkTG1ZRllaLXFIOVYxRmJaZDNPcGliSGFmbkY4aXZaaHlKQzl2U0Rzczl0ZjRKOFY4dE9lQThodko0VDlZRlFLRnF5eXpJOA?oc=5,True,menolak,1,0,E1_pp_disahkan
PP Sedimentasi Amanatkan Perlindungan dan Rehabilitasi Ekosistem Bukan Sebatas Pemanfaatan,KKP | Kementerian Kelautan dan Perikanan,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPUHVEaUtNdXQtR2Vxb0JvYW1WRGRpZks3Mm1mN3Y3MEU3SUFrcGdTSWZ6YUlaYkMwZGF3b0xYc2ozeUlYRTcxOTA2OWM1RjhzaEJMWE5vVG91Zi1hWG9wOUpLeW13ZGxJZmxrTFphNHBCbDRSSFdFbzNHdW8zengxR2NDZWVJY0QtdC1TZFBReGQ3UFNNZ3pXbFlteU1TZy1UQ3NuVHlsclA4UnFxMDFRSlRVVmxpeVFxTXotQkVJUHp2b1NLUlhQbHBTSGlTWWtUb2JrM3dxOXBNc3JHRm11Yw?oc=5,False,di_luar_topik,0,0,E1_pp_disahkan
Butir Pasir di Laut yang Menggiurkan,Kompasiana.com,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMinAFBVV95cUxNSnByOFQzN21nNU5DeklmQmQwN3pSaXo2dEZWV2dMV0JIbkFUazIxcjhXZzY5YTZ6Snp2a2ZuMnZHUzlpd0RRcUN4VjJGSWR4a1RMYWhsVUVKelNZWEg1cndER1AzVTYyT2hON1M0NFVNbU5SRGgtOW5KeWtlZm5sN3R6S2VPbkUtVzhVVjc1ak9XWlRMb3JHQmRVLXc?oc=5,False,di_luar_topik,0,0,E1_pp_disahkan
"Soal Ekspor Pasir Laut, Daerah Minta KKP Jamin Kelestarian Laut",Kompas.id,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMilwFBVV95cUxQdUt3TmFvWmVZM2ZxX1V0MFpOTUl2Sjl2WTl6cDAwS0dJTTFwdVZNLXJCRVN0eFpHdUZLS19Wc1Zfb0dvYXNiUnFQaEZrdkZsbXVHdkxRUWd2c3duc1lqLUVKZDI1TnQ0cWRMc3ZkM0VsZXUya3F3MUZPNGRhSGFlZV9OTDNFcUVEb2NUQ3cxYXM3RWl4Rm9R?oc=5,True,mendukung,0,1,E1_pp_disahkan
Menteri Kelautan: Ekspor pasir laut jadi opsi terakhir pada PP 26/2023,megapolitan.antaranews.com,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMiugFBVV95cUxQbHhoOExmNi1QSlJEekIyRFJkYWxRdV9oTGhSaUlQUGhvSDNJTzFiZ2ZxREZBVmUxSTJybmFlN1JnOTZfSVhRSW9mRVV0TVBfYmhIZ2VNR1NKMXVYQjd5UmZWWUNJRnJnRURSU0xoOWF6S0lQaVlsUzhsNW9ZOWVOODBhWWVuMjdjREhjZ0IyMEhrbGN2UHZXWk1xMzA5b1dLUng0Rl91QjlCT085dVFKUlEySzlOTmp2ckHSAb8BQVVfeXFMTVpQcnpGU1owVGkyLW82UmRxcUxubGx5N21WZnA1aUhPX1VyNXZCWVAweXNOUEJpU0VBVVo2d0ZWc3VBZWpZR3dZeGZjcXI4V0kwYWlfWU50blQ2LTlrc1B4NW9BbGhVZmpsa0ZPR21rb2NjSUliYm9UVkdXS2dZVHhQQXZsTG04eXdBaXE1OC1YVzhyM1JrdlZaNFJnZUpYUmZjTzN3ZXQteFRjZmo5TzB4Q0dpOHZhZ0Z1XzQtRHc?oc=5,True,netral,0,0,E1_pp_disahkan
KKP Patok Harga Pasir Laut 2 Tahun Sebelum Izin Ekspor Jokowi Terbit,CNN Indonesia,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMiygFBVV95cUxNQzc1WklaV2NIdlJFSm0ycXp5S05hS3VER0FTb0txZUtBZDR1MzRETjRNRG9IV19KQmplcnVKQVZIVzRGOGg0S1ZZZkZJOHNhQk9CTFlvYnQ0MGxnMzJrV29laVIyWWlqMnRjdTNBeEYtQ3RzT2JGT2FvX3l5UXBkZ1FqQmRmeGZjNmtWY0pKbkE1d1ZGenFfTXRJRWtYTzhqNV8tWWtpaVBtNVU0bHhaWDZhTllIR1Q0R1BXcmZlUjFKT1BmdXRncTBB0gHPAUFVX3lxTE8yamtiZXo1UFg3S3Y2eWlzcUIzaTRldGxuV3h1TWgyRGh4SHJXZi1ldnM3VVlYM08wNzlPYUZnM2dkbTdSalpxZElOVEJlTFVOSUJGR2I1d2s0YlFFc0tDNm45VDV1ODhWS0IxZlNfSndNelkzTmtiYWQ2UWhOZUtTSmtOYWlnamJkdVpoRGF2c2RtV0lDem8wMDFubk42b1ZUQkhpb21wOUtGNHFRNTRuS2hYWXBFVUQ4UFpjMVUwSmQ1bzhZdVNKNHdoVGNndw?oc=5,True,netral,0,0,E1_pp_disahkan
"Ekspor Pasir Laut di Mata Ahli & Pebisnis, Apa Kata Mereka?",CNBC Indonesia,2023-06-09 07:00:00,https://news.google.com/rss/articles/CBMitAFBVV95cUxNSFlUTlFCelNKdzNKZmUwaWROVHJyZmVNQ2VNNFoxQlM5M09YcUVYVHh3QUZYM1lERUdGaE9XR3I4ekVuaUZabnhHZjFYVUVaRzlkOUFPVGhDcWM5N1V3empXeG5jeTh1YkpEWGVFTGdRM2E4UFlmRGs3aG9Oel9rVkt1aHhTS0d4Q0tGLXJObzlmT3NRdnY0enAtUUp4Q29hT3ZyVkxVdU1XM0xQS2hMRDRLeUTSAboBQVVfeXFMTk4yd0w3SkJMY3h5aV9IYTBjSm4wSkZqakJRTVVJa2xfSVhKWXlpVGN3VWJNWm9sR2RjNllEZU56bzR0M19TS1dHcmlWRWdnYUtQdDhQekhseEMycEdIOWJJRGs5LUVxZzVwMjdCS1lKNFNaREtjMnI4OVp3aTFCT2tkS2xRaXl6Vk1TSV8tb3NWVHhmdE1STGpPbXVBZjdXUE5WZHRzeVNlOHh1MWN4QktuLWNVUHdnNVl3?oc=5,True,netral,0,0,E1_pp_disahkan
KKP Jelaskan soal Harga Pasir Laut yang Dipatok Sebelum Ekspor Dibuka,CNN Indonesia,2023-06-10 07:00:00,https://news.google.com/rss/articles/CBMiywFBVV95cUxNMF9qUk1neXdNbWZYMEFhbDY5QjMxdkRNRmo5eFhkbWl4YzR2ck10MGpfNERMckNIamYxZ0RFUmptZ2pSYlhqOXc0eVFpUTYtZXZILUItUFo3TEcxckdNV0FGSDMzX3FlOEtzYnZZU21wZmtIcXp1ZmpRR29TMDNzbmVHZG1iRVRHZ1FrNGNTelJjWklsQjFDbkFwY2N5X0ZleVkyODhuOEdzcHhQZy1ub090SmZTaDRXYWNDMHlET0pubzhySUJQTENJWdIB0AFBVV95cUxNcUhOTkFDOGR2VzJDUE5wZ1BKTk5ZeHpZN1V0bmJNM3JFWld2QlJ4Z0wyUkdZOHlBMjJlVW5CckhiM3JIQlFhMFVKNXdURS0tYkxQTW0xNDM5SjZKQ09IVmZBMU04cDB1OXd1RjhMSXBjUWRzLVBZd0g5Sy1ZYm9BMUFJR1JiMGt2WTJfZHpMZEs5RkR3bmFHcGdqWDZBSG40aWdlZm0tSi1OeXowbXZOMXRhRm1yRU5iSTN5c0I3aE13WXo3ZTNTcURZalE1a2NX?oc=5,True,netral,0,0,E1_pp_disahkan
Pengusaha Akui Tersenyum Bahagia Jokowi Buka Ekspor Pasir Laut | BTALK,Kompas.tv,2023-06-10 07:00:00,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQN1hCVmdXTGlPRnNpTVhrYjZueGlGZWpIeGVsNXRtV2drUDdkai12Z2s5bHE2eW1kT1gxUlo1cnRkVnc1Y3ZjR042MXdiTGpObUFvN194TG1qRXB0YUk0V255YkloaTBySk5pRkgxSGZhX0NoUEx1eWVwQnMydUxwTzZGTk1Ld29leFFkQTE2Q0hDRGhzTmdIOU1TVGVHRHdBTlkyS0liRmxLUdIBrwFBVV95cUxPSENzX0pfWWVuRkZIOGd2S2ltR0tyRXR2VHBmRTJzRXBKRXhOZGxfYVFMRUpjTklVeWpBNnRGUmFSNHRBT3ZBSnRfY201YzdOZHM4ZUZteVEzQXRMUFYyUVZreldkRXMxeGkwRFVBdmRPM3FhZ1AtRG8yQzdMSkFkZUpvWHYwZm5MdGlwUEtkWDUta3FXeHZjYTVDRFZmSEl3dkRWVXhxcmY2ajJlV0tr?oc=5,True,netral,0,0,E1_pp_disahkan
Mengenal Sedimentasi dan Dampak Pengerukan Pasir bagi Eksosistem Laut,liputan6.com,2023-06-10 07:00:00,https://news.google.com/rss/articles/CBMitAFBVV95cUxQREF6UTRDLXIzcXNQVXZlbDVlWmJ0RWtPY3U3U0lIUzhGNEJuV3BMcXdmQTFueWFCZ25fN3FnbFpCdFRGaEo4RFBsemtsXzhUdnROOU5aWUtibWMwd1Voa09HdjFqYkNXU3I1YWtnVkVTZkN6Ri1ManlXUXJlMC1yV3dISHhHQ0xybzhCbUp3LXU1QUYycmxqNzJHYnllZ2FwTFd3Y3Etam9PUWs1SmRoQnlUMTLSAaoBQVVfeXFMT3Y0OFhpOTNMZlFuYmNobjdicUJOcVozVFNSRDRUQ2t4ODY0MW1Tc3BMS1gtZmtrVUhNS2NEbUhiM3kzdVZHczdCVWYwMUt6OGZSQkpmQjlhTVhoLXkwT3U2S09tcHJkdnJNbDVxUjJDVk1UZXVBdkliMUlMbG0wYnE1STBkM0lKMUxUaWR1M19ZMEd1ZWR0aVJGRW1OdF9wdHFlU2lyQjl1cWc?oc=5,True,netral,0,0,E1_pp_disahkan
"Hasilkan 1000 triliun dari ekspor pasir laut, Susi Pudjiastuti tetap tolak keputusan Jokowi - Hops ID",Hops ID,2023-06-10 07:00:00,https://news.google.com/rss/articles/CBMiygFBVV95cUxNX2pBRk1fYmhwT0VuS09pVklVQVQ0UmxWT0hOVnN6NzZPZFpnLWlXMkQyUDJ6anphcmh0QmY4cF9VM3hMam1SeVhzXzF5aHpEZjhySjc4WlYxbUltLW5OZk9OQWlsQlJoMlhNbjY5TFM2LVMwWlRhQmRkOFNyd1IxRzBOY3RWNFRJN1VELTF6TkJYckdVcVd5S09mUHZScXdyOW5ocnZCNE9tMmhEODU3ZVg1LUpUOGhlcWxHM1ZCVVluTWxTM1NZX2pn0gHPAUFVX3lxTE9heTNYcWhjU2dWUVdYR3YxR2VDRE9wWTJJb05qVGdGUExZeGV4bU54eFlJYzFJaEFZRUFIVWd1ejlHTWhaNTE0Q2o4QXZibUdoSl9lVzJQTmM5VVQ5clZ2TWRmM2lRY1FBVFNZSGZ3U0ZHcy1fNXA5Y29FLXZSbnlmYUE2NldHSy0xZUpxWkgzUG1PN0UzRE03d0VtOFBJdXppSGFYcGlIN0xyRVpySEVUbjdOcVY3eHU4T3hZTS01Y0p3Wm1NSXpoOEZ0MDAyQQ?oc=5,True,menolak,1,0,E1_pp_disahkan
"Polemik Kebijakan Ekspor Pasir Laut, Beleid di Balik Kepentingan Oligarki",DataRiau.com,2023-06-10 07:00:00,https://news.google.com/rss/articles/CBMisAFBVV95cUxPNDN6VE1ycV9zZTV6NEw0UXRubXBDWlRISHQ3di1wdXhpTXU5N3ZoR2Q2QkdiNEtrLVdHS2NOYU1zUHdTNG11OFprc2pTSHZacjBHYmpScS1nTlNLcXlFWXhhejRJbTJDQ0E3NVdIME1sdFV0cG53dXQycS1ubU4zc2Fabl8xRFNtbnV0QTVXeWl6a1ZRM2JEcVZlbUgxZjVodkFJN1dqQTRJa0FVZlVqTA?oc=5,True,netral,0,0,E1_pp_disahkan
Jika Daratan Singapura Menyatu dengan Daratan Batam Halaman 2,Kompasiana.com,2023-06-10 07:00:00,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOdzI3S05KcWFMWjBfYWxEZnZtZDVVc1gwMk1PZFExQU5RYTdIYTktQWNQelowTDEyLWFxV3lucUU4MzA4Zi1wNTJOQ1djSWlLa2UzV3VLSURhMjdoWE94LUxlTFNVSWFQQ1hjaEtidDFSVG1QYTdrOG1fekY1akpBWVg4Q1RKUHhoMFlEZVdna1k3blFReGRvY0FJVkFxUVVyTWljamMtWnZ4a081b0V6aGtaRUVvYUFvSVFkdS1CX3ZZbHdNejNQZA?oc=5,False,di_luar_topik,0,0,E1_pp_disahkan
INFOGRAFIS: Keuntungan dan Kerugian Ekspor Pasir Laut Indonesia,Inilah.com,2023-06-11 07:00:00,https://news.google.com/rss/articles/CBMijgFBVV95cUxQdkRPTTVfcWRYQXZXRF9fZ0JRVnFpcEFpdWw3b1N6LXoyTWJCZGloeDhzUktNa251Nk0wRDROeHJKU3JYWFFLN3dFVzlNbmFRendYUjVNYzZnTW85c09pRC1qVi0zdWVnRWR4WlUwYU54ZEVMelplVHpyMzZwdTJBOVd6TEI0RG9BbW5UYTd3?oc=5,True,campuran,1,1,E1_pp_disahkan
"Kesesatan Regulasi PP 26 Tahun 2023, KKP Kini Jadi Sakti",ombudsman.go.id,2023-06-11 07:00:00,https://news.google.com/rss/articles/CBMikwFBVV95cUxQdVdfNGtsV0xYem5Kd19LM0ZIOG1SM0lnNVFYZ1JFckJYRUU5aTNaRDc4RURIcnpfdUpXTTZaZDZUcFZ2UkI4MU81N2RBVGhVc3pCUXd0em1kZVgyUHJpTl9mSldDakhNSE9abUJwcXktMUN1aWdfTmJTTGV4enVMV2ZJYjJIXzJBNjVEZEFXTmF1OTA?oc=5,False,di_luar_topik,1,0,E1_pp_disahkan
KKP Setop Pengerukan Muara Sungai Tulang Bawang oleh PT STTP,Kompas.com,2023-06-11 07:00:00,https://news.google.com/rss/articles/CBMisAFBVV95cUxNRC12aHJNNzJ0amxCaWFJbW5PbWtUZG44SFFwcFFjNlAwZmJ5SGRVSW1ybjBVRkdHRmw1ZlRFRVc1VUI4clpkT1VuZVdBUHhxTm1tVHVHdWgtNkZ0R1B5bFhMMklVWjFPSlprN0pLQ0VRR3hmSXFMVzUta0VENkg2Z2dPWnRUcHNkN0NReVlEdFdpVlh1cWc1TzhCLTlxaUlhV3RvbzNWUWpIczRHVnpBTw?oc=5,False,di_luar_topik,0,0,E1_pp_disahkan
Pakar Sebut Keruk dan Ekspor Pasir Laut Untungkan Kapitalis,CNN Indonesia,2023-06-11 07:00:00,https://news.google.com/rss/articles/CBMivgFBVV95cUxOcE9jclVuZ0hJYnhnS1dZYUtjR1RweWIzQXpPdl9Kd2Jhc1llZWhZRmR5VW5na3Y4Vmh6YjEyV0ZXZzk0VE8xbWVKc2RGTTdodDI0bjlWSllWLTZOcjhpdGpqLXFzeWtabzNVbTZLckJEYm5Da2M3YzRJU25xNlRZVng5X3FmU3BtRWZVQ0pGX1A1TmpTMmRpdWY3dXJKdkJjWDB4RnpiZ1RKME9qT1hkN05WaVVoUC1nLXlMb2pn0gHDAUFVX3lxTE9RZEs3clYxbkNyWG8zUmhYSm9wcldxZU1ZQ2ZJWG5iQ0xndFNkSnh6dkFCR2RNcV90TVM0a3JxWVdxRTZQcUY2VWRpN2dxTzFQT0xwTzdZT0p6SW5lMF85aXdZWEhCcmRoRnNlQ3FJUVlZYlBIVE41WU54dlV1UHdJY0FQUk1PMmY3aGY0MjlRdmNzeVBuMDZaYmx3b3o4S1ZLSWh1VERTUzdyTHV3UUcxMEx6UnZHcEdyaVJadU8xT1Y4RQ?oc=5,True,netral,0,0,E1_pp_disahkan
"Kebijakan Ekspor Pasir Laut, KKP Jangan Sensi dan Galau Terhadap Kritik",Cerinews.id,2023-06-11 07:00:00,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPX1BCZTFFQjc5RUJiaU1Kc01rMDhHeUk4ZVBpNVdTZDVYeXBEV3ZzR05SNDdlYmw0YjZBQ0tzV2J6Nnc2QXlBa3otRGV5Z1JsaDdpWnJpZlVRRGxsZTFMZmM0OE51Sl9hZjVTR0pZb0dVam9oZmI5Q2hCZXlYN3RmYy02U0ZHS0d6azZ4OWFUSTJ6bEIwUjdHTjNhdU5SMHhHWWp2QU5nZUlLZw?oc=5,True,menolak,1,0,E1_pp_disahkan
Pakar Ungkap Kerugian Fatal RI Jika Izinkan Keruk Pasir Laut,CNN Indonesia,2023-06-11 07:00:00,https://news.google.com/rss/articles/CBMivwFBVV95cUxNTGx1bS00aVZsOW92Tk9pME51UmhlM2JHZDZVbm9CVTlGLS1LR0g1NGFEdE1TdktKWnFXOGVqQkNncTZTaFVlVTlsdDBjMl9JS1FTVElKUkYwd05WWWVYR2hwZlpub01aSEZnd3RvRHRyVzhnT0tZWEFwSTg5cEVCejRlUTVva3ctYVVfSkhEelllSG80WTZ5S19KeHF6a2hkTFUxQWE5T2RWTG9PcFA0RlRoTEZuMUg3NzdfNDloMNIBxAFBVV95cUxOTUFVdzRvanZwaVlpaXhkcmJORVp2Tk5QQmdGODZSX0hwNjhvMmg5cXkyV2E4OVpyZEZwN3RfOXp0TFFnbG82eWduMlRpd3g1LW9Na0pPTUhnVlN3ZHJyQUJjYXVWUk5xd2xDMGtRTGN4RldYMDAweVZZTmZ0YkUwdnZjTXo1Y1RuY01BT19yOWdzWUZNMVRDcVNNLWlwMk1zV1NJSzdLUi15YlF6TzlVRlo5TUNYQWl6X0cxSUV5Ri1GMHBI?oc=5,True,menolak,1,0,E1_pp_disahkan
Siapa Pemain Besar Pengisap Pasir Laut,Tempo.co,2023-06-11 07:00:00,https://news.google.com/rss/articles/CBMiY0FVX3lxTFByeVJINUtydTNFRS0xLWVQbWdLbE5xamZvV3pGU3dHQ2ZNSmZsUE9NTjUwOHQwUlhaYXJBSU9sQ2dZZGVHN0RZRW8wc0pKWTBYS3hfVXJ4Q2FybmhieG9ZNTFDcw?oc=5,True,netral,0,0,E1_pp_disahkan
Mengurai Pemicu Penambangan Pasir Ilegal Marak di Pulau Sabu,Katong NTT,2023-06-11 07:19:17,https://news.google.com/rss/articles/CBMif0FVX3lxTE1oU25rNTVJN0MzVmVVcVk0Q2pVcHRHT3RxYklRLUFyc1l5TnpJdjRWTG9iSjFVUGJyQ191cGdTbmhVWGd3NEgtaWtON1VuQWtiLVJLR0g2WHd4QWh2cE5SbkRhRzdpM0tBd2p0YVdMazdYWjlrNnVlbnlhZjlYWGM?oc=5,True,netral,0,0,E1_pp_disahkan
ESDM Ungkap Lokasi Pasir Laut Untuk Ekspor Diatur Kepmen KKP,CNN Indonesia,2023-06-12 07:00:00,https://news.google.com/rss/articles/CBMivwFBVV95cUxNNGVUSlBuRkVJbmFQZ18tU1dzaURoRWlSLXB6aVktWUFtWEtRdmJqcnJHTzlXNUpkR3E1UzVMREdBUnFweGk4TlZGWkRSa1k1OVpIeklUblZkNEJ4QXA2TmVnU3JOWnk2djVmeWNnVjE5eXBTOUtyRDZVQ2M4T1RteGNJWFAxYlFUYlA1N3VvcEV1SjdlbEhiTTRKdTZyaDBNRTRHdkVlMjI5WWxlMFlZY2pCRE4tQk5XNFp6dU9kTdIBxAFBVV95cUxNbmZsZFYtYTkyZjZuTUw1dEMyVi1rODNkMWo1bWlUejRiNm0ySzROOTU5RjRSeWwzR3hZeWVBWGRBZnhzSG5QVThOcE40TDFCamNhQXFfMGdPaUFObjZIS25GeGlhSFl5aEtIckpUbkh6RHNjRWVNa3JraVR1ZmVzcl9NSjdjSVJZR1k2QkFRNm84YUN2dG5NTTYxV2VtU2FlS3c2X2pmOVVvVU1na25DNGVaWGFzdWdmVTlZTGMzWHBkQnBq?oc=5,True,netral,0,0,E1_pp_disahkan
Nelayan Kritik Izin Ekspor Pasir Laut: Barbar dan Sangat Purba,CNN Indonesia,2023-06-12 07:00:00,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOY3ZDcFBwOERzTjRzdEpzSTNnQVBMS3BoMnVWVGI3a3dNREl3OGZVcFBSaTdEUzE3bW5lN3EwMEZIaVVFajR2Vms3UTlJa2VTWkRoZkw1NFYyZTcxMmMwV3JWX3JMUkFTZVVtUUVyMDkzV09vMHRlNHhQYm1pb3BvY2VBQy1semVoM1BfU3ZYSG5sQnhZMVNFMjEtc2RjcUNmR01LUXV2aTJXWmhHMU9KVmlWS1FueExVaERkZFJTUELSAcYBQVVfeXFMUEc3OS1VSHNIdEc4NjZBdjg1WTZXMWtSU21hdTFBRy1pU0J1S0xyU0tWelZvVVJYOFpiZ2piVHpMb2c2TGJMbktyaG55OFJaakE2NjRjLXMtaHNGbks0QlNpMlh2SU1kM3E0dElDd0RTWFgxUzlPOV9GcFNhcTFTU2Y4MG9JUXZUMWNBRnhVRFV6Z09hN2pHdTl4NjRtdVlzY29od3hxNmJrSE82WVNxUk5BYlFhUVVmYjlUQW9ySU9pYzNxV1lR?oc=5,True,menolak,1,0,E1_pp_disahkan
Menggaruk Pasir Mendulang Emas,Ngopibareng.id,2023-06-12 07:00:00,https://news.google.com/rss/articles/CBMib0FVX3lxTE9IanJaQ083czZEaExqd2NmZFNUVVk5b1VLeURWSi05S3NCUklEMXJFcjhFQWZXd1pKVzVKN1I3bW9SZjNyaXVsTlhZeU1Ca0xBeVlkQ1FHbmZ4RXc4ZGh5TE54ZE5EVVRELWF1WjFOVQ?oc=5,False,di_luar_topik,0,0,E1_pp_disahkan
Ingat! Tak Sembarangan Pasir Laut Boleh Diekspor,CNBC Indonesia,2023-06-12 07:00:00,https://news.google.com/rss/articles/CBMiqgFBVV95cUxON1JxeHRmc0RRUFVSbzFiVTdQR0poVkVtTFdGbEtaa3R3TFJTQ1RwNkVqWmh1MXk2NDMtTmdtUmFITlF6eFpjd0JDQUF6VU1Cb2F5QVVUMG9YajlUX0lYRm1BeWdwd0NfM2xGWmJpd29UWlIwcmpLblcyZjlrXzZ1c09SNGRQdHJ4MEp6eTVOb2V5TnRVRXA4akxrdjNVcTVEc29qai1Vbk1Kd9IBrwFBVV95cUxNMnBBTHNjcHpoVW1XMm1FYjBFRmtYUkJRQ3hHVXk2Ykl1OTcyRy1oaEUwcl8tc1V2MmJBZXlPRVFNZV9CaWVZMUVuOUY2MUJUcW56UWZ3WTJJQTdOeno5T2pYWTJNRE5FOENnY0xtQWJESmxneS1PRzVuOVF2U083SDVPbmY5NGNIQmVQTGpfTVJHcXVuaTllcER0eW14TllYUEl4b3NRT3pVeTVSRF8w?oc=5,True,netral,0,0,E1_pp_disahkan
Diduga Adiah Penambang Pasir Laut Di sei jap Terkul Rupat Belum Mengantongi izin,RiauKarya.com,2023-06-12 07:00:00,https://news.google.com/rss/articles/CBMixAFBVV95cUxNZGV6cTlxQXFfVjlUcGJFanJJbE1GNDBHeUhCZjRiQzEzOVBzZVBwaWl1QTNyT2p4d3g1NkZKVk42UGh1bWN6dFd6LTF3LURkOWtJRUhDZF9rU01nOFBLYl94ekNoelEybVYxTHdwUzhPNWlpMUFXZUx5RUR2LTIwenQ0Y2tiaTFWTmtyTmVQLTY5X0dsMmdqSXJZWE53azRhYy1yVGNWbG1nSTEyNVUwS2c3NmluY3FIOEFBdHNLNjU1UW1r0gG6AUFVX3lxTE53M25WRW9BRmVvLTN3SVJmTEVSLVNpMGRXa1lEcHg0Sjlqb2VjYXJvbUduTUVadnZxVUFYdUMwNzBrZHptRWpXa1oza1NtS2RVUVhqZko4S2sxMkFSTk1xU0tlWjZYV01uU3RqV0ViNUNNMk9kOVl1UWZhNWpCakR2N2w0dU9kU3NMOTN5czNwTHo3eHJjTXhIN3hHNFZtZHMzZlc0ZF93R1hjWlNnVmZxeUQ0SWNyQ09Ydw?oc=5,True,netral,0,0,E1_pp_disahkan
