judul,sumber,tanggal,tautan,relevan,label,n_tolak,n_dukung,episode
Polisi Selidiki Kerugian Negara Dari Aktivitas Penyedotan Pasir Ilegal di Karimun,Batam Pos – Kepri,2024-05-07 07:00:00,https://news.google.com/rss/articles/CBMisAFBVV95cUxNWkdRNVE2MmdPRUo4eG5OSkR1QU40ZG96eXliS2FVMzBWVTNvRjR6WHlSRzY0LXFrWVlZNEpDSzJMOVd4UVAzd2pzN3dFRG1HOVktMzhYX3Q2aWJRckZpMkdtX3RIdUVVd3I1QmNuQmRGOUdPdTVLd3NiMDV0cFM3QmpCam45eE8zanU5U2tjYnN5RXJtSTZ0dUhjdVFocHdnUnQ3b0k2aWd6RXNiTkk5Vg?oc=5,True,netral,0,0,E2_aturan_persiapan
Penambangan Sedimentasi Laut di Karimun: Ancaman Baru bagi Nelayan,Mongabay.co.id,2024-05-16 07:00:00,https://news.google.com/rss/articles/CBMimgFBVV95cUxPR3U0RnE3aFJael9qMjBFT0M5SUF0dEdvemttLTR5ODdPNzdkVDBmcHpXcTFkT0hxT1VBMTZ5Y2t6YmdOUEhxYzZMQlI2WFNUSFRRMGNjSkpGeWgtWGtMWDhROXJfSGg5b2JWcDdfLW5zaF9xNDUyZXpLVE5URmNyQmZRc3VWazhmcVo4bjh2NXJFNy1DNEtBMjh3?oc=5,True,menolak,1,0,E2_aturan_persiapan
"PROYEK PENINGKATAN JALAN BATU PANJANG-PANGKALAN NYIRIH RUPAT TA.2023 DIDUGA GAGAL KONSTRUKSI, RESMI DILAPORKAN KE POLDA RIAU.",kompasnews.co.id,2024-05-17 07:00:00,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNdnJZRTNOUWt4cjhtWjlweldMUTJESWNUcEFjdndreHpFdzV5Ukt5TG9OTnk5MzhFSW1rNF9nS0xMRnJrTHVmX2xnLWNYYzhjQ2hpTFgtZVJBUE5vMDNmTHFaQ1FIc18ydXhyVEJWYUFlNllhVThOaXBPSlAzSVhmMDZXdkNxQmlLeEhrTFVfdWFWSS0yUVp0M1lFQnNDYWQxQmxCSDFwd0NDR1psbFFOZTZLUXhtNXRnUWhraVdNT0YxN0lLQlNuZzAxbEg0UUpXMlBhWS1yVjRHVUdrd1NrNzNB?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
"Menengok Pembuatan Kerupuk Usel Khas Pemalang, Digoreng Menggunakan Pasir Laut",iNews.ID,2024-05-18 07:00:00,https://news.google.com/rss/articles/CBMitgFBVV95cUxPVG8xSHRXOXI2Z1VzWkZnVkNFSVJFWjhBemdDdGJjWTBCUVZ2dmlHeFFGM1ZNVkdVODJyZ1pYSld5YlEtSm9ZUUhXOUZsbHJTVW1oRVRuMml5TXEwcXYyaDIzRHowYzFrNHNxdkhZekRjZlFiRFR5aERfRXkwck5vcm8weXhhMEk4RUR0emVmbXZaamxVMHE4T1Z1RUFzei1feTNwWjJ5NzBoRS1vd0lVVzQzMWxUd9IBtAFBVV95cUxOSUViZklYVjdka0VET1YtcXRMb2Y4NWE4SndwQ1VyVGlPX2tlYjNfT1lRRVNCdWhiZGlXMGtFRWtkeUFpaHNSTHJTeTUxVnBmR0h5TUEtNjcySzZSNUtFaDdwOE84bm9POUx0V0dUTXBfNm05alpkc1E4WjdEYzRQZFE2MG1zWmQ0aHA4eFpqYUJpY0NnNjh5TnNHV0VCRC1MM2VCWXV0RXpMRUJJLUZKMzlTcng?oc=5,True,netral,0,0,E2_aturan_persiapan
"Aksi di Laut, Nelayan Sembulang Tolak Relokasi untuk Rempang Eco-City",Kompas.com,2024-05-20 07:00:00,https://news.google.com/rss/articles/CBMiywFBVV95cUxPLTY1dW5IWm04WTRKRUtVU3BEMHRRWmtOaEc0anFkWm9zRnl0cFlqM2VuV1dpNjgyZGlOZlV1VUZrdHRaajdVS20yNEpXZl9peE9xNGxrdUtMSHUwVmpzWVkxZHFPWW5GWGpweHlTWEhjTjgweHNFYXNZZGxRMWttWUl1aC1MSkljd3BhWjhMNGFJaWVYeWY3TDQwMVhwTzRBY09kQUVjX1pVRUFkNFI3bmhFQ3libVR1WXY0MDQzdnlYelpadExIVms3SQ?oc=5,False,di_luar_topik,1,0,E2_aturan_persiapan
"Tergiur Harga Pasir Laut, Pengerukan Muara Jadi Rebutan Perushaan di Bangka",Media Indonesia,2024-05-26 07:00:00,https://news.google.com/rss/articles/CBMiugFBVV95cUxPTjdNRl9ZUkpMMG1UX3dhci1EaTlYYU52WTNCMFhETHBhbTQ0X295SUtvU1JDX01QNXczTlBidkgzTVhNdkh1MXUzQXk0NmZkcnAwOFJ1ZmFhY0FGdTFDRXkxQjNrYzhBSWRFSExSY3NWN3ltZjhPUWthelRpZ05rSDlUSm1IWVlzcU12aU41bmRoeDhRWWxVaDJYVHBTUmFDWkk0MHp2azYzZkVKb0hLY3AzYW9IdkhZT3c?oc=5,True,netral,0,0,E2_aturan_persiapan
"Kampung Nelayan Modern Pekalongan senilai Rp21,8 miliar",ANTARA News Jateng,2024-05-26 07:00:00,https://news.google.com/rss/articles/CBMinwFBVV95cUxNWFh4M2lxa2pnVEQ0a2hkWF9hamYwZks2NFRKalZMbXVqaThaR052WERLWFRtcTFYcThKV2NaR1h1V0xNa1UtSkJqWmZPN1ZVOUgtSmpkTDN6TlBLZGZUUHk5TUVYcmhFV1pNTElDYzdXWFVQYUpreVROUy1fTnE2YlpLdWx6ZUpYMlB4NGstWlBWZDhiRzRQWnlOM3ZvOHc?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
Proyek Pengelolaan Sedimentasi Laut di Demak akan Direalisasikan Mulai Agustus - Bisnis.com,Bisnis.com - Semarang,2024-05-27 07:00:00,https://news.google.com/rss/articles/CBMizAFBVV95cUxPY1pscUUtTS0zN3pzU21reERVOE1FR3pUd2FySEJ2SFlDZmtnREd0V0tpNDd1blBFS1o5NHNYdjFFSVdUU2ZxWjhGR04wY0FwQmFpMVdtc0FUVE9VY0dFRHU3ZmVqaFl4V09wMjJqRWFNckZZQlNjNWhlMkdLa1luRS1GbUxBcFRwMEpIb2pLVjNVRWIyaFNGS3JTYXNTajNpNmtnVENnWUQ1YnZWendfUkpMWEVFNDZPb3BMVjFJWHVJZHZPZEdib3Q0T2o?oc=5,True,netral,0,0,E2_aturan_persiapan
Penerapan Ekonomi Biru Jangan Pinggirkan Masyarakat Lokal,Kompas.id,2024-06-04 07:00:00,https://news.google.com/rss/articles/CBMicEFVX3lxTE1TMXo4eVh3cXdTRG1OekpIS2htbUJVbUZCckI1ZkVKMU16WWhDTzRmM29hYjVyUHVHMzN1QVJJLWF6b0JqeFN0MHVnSjEwZGJLRFVJV0VzNXJMNTRTSXVzdnFBRV9TSG0xR2E4VlNIUGg?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
"RI Usulkan Selat Lombok sebagai ""Particularly Sensitive Sea Area""",Kompas.com,2024-06-05 07:00:00,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOc2h6S2FLbmI2Z010RmhCdHVpX1ZhM21EckpxYmNjOW5qN180cHhocWUxeG4tREkxVkNyUExtakFiMkR6MVhHOGVpdzF5emlKWWZLNzNfa19wRDk2NEdTRjRrOExNandOemlMQUpsNmxBNnY5a3JtYWhabU5hLW8tWWE1S0RmY0JIeUQ4ZHRxcmV1TXJ1UkhLbFotVnhJZlVnYll1Qms0eDBoUlFiNWNmLUUzQ2IxZzFaOG1GY0w5blI?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
Melindungi Ibu Pertiwi,MetroTVNews.com,2024-06-08 07:00:00,https://news.google.com/rss/articles/CBMickFVX3lxTFBYdm8tLWI3Q3VzaU1HOFkxcVdVOHFuM2ZEaF9yUVBvOTh5dkVJOWJGSEtxMEJQbk4zbXZoaXZvT2V2UENZc3didlB5RkNKbnhDR2xROUFWLVVfRVJaUzFmaTN3WFJfR09MN2UwVEZhbFVuZw?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
"Desak Cabut PP 26 Tahun 2023 dan Tolak Ekonomi Biru, Masyarakat Pesisir bersama WALHI: Laut untuk Rakyat, bukan untuk Korporasi",WALHI,2024-06-08 07:00:00,https://news.google.com/rss/articles/CBMi4gFBVV95cUxObV9lTEtkUERDZXVNMUpidENJaHZXYTVPZzdnWEFjMm96eDlqNFFjTVFFQ1lLak83OTFNSjBWTk5XZGNBazloVHJzMUh5dm5jdGpjb2VGZjJ6cWp1bmRrWG9oeGN6djYzLWlnTVd0WXBHc0dEZlM4VXdhY01CNEZ6d3RUWnRyYk9XNVlTb0dsUkRFdDkyYVBBUVVNcHdhMVJyZmRRNG1mSDBlSnJmVURDc2pUZThMUW1mYlZTeC0wZjJjYU5BTGVnQnBQTGpNM2JUTmZWNlZTMzRBMXJGMnBVSldB?oc=5,False,di_luar_topik,2,0,E2_aturan_persiapan
"KKP Bentuk Badan Pengendalian Mutu Hasil Produk Kelautan Sebelum Diekspor, Simak Manfaatnya",liputan6.com,2024-06-13 07:00:00,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOZlJteE5qcE1ETGRRd2NMU2d0V0hHUFlNakFlVVFsOVI5MmJrMDVvVmNZWnBKb1gzVXJFQnJIM2tjbVpkQ0J6V3hjSkJFZkswZGF3czFGZnBaOUwtMXh4S011eXdKM1VrNW5HNE5MNGJoSVUyYVpqTmg1S2JJb2MzeDNCWDBPbmxhNXUzZTV5aGxpTUJSNXdZMHlNSkdKUW5IMGlJbnR0ZkVtS291ZnBMWHBnNl9Id29OTGdzdHhFQWRkeFVkd1dLeEJobWMwbG5B0gHGAUFVX3lxTE9yOEtfOW5sR20yZHptUkpMeHNuRjBUd2ZQanZsTXJVeHY3RXROclhuem5rc0VncWs0ZVNlOUFBWEEwRVZzbDh6RlA3bXlPZjVacFBOZjItYkk4UVN3STI2N2hMM2Q3QmdCam9id2RoS1RGS294bGQtS0ZzTEJKdWstZXRnOGlKRVh5M0QyZ3FkVFpxcWp1MVRzOFBYai1ZdHNhcDExLTZhY3ZuamZpdFRKMEZNNEFTT3FHR1plRjVFbXJ4VG84Zw?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
"KKP Beberkan Masih Maraknya Praktik Tambang Pasir Ilegal, Lokasinya di-Spill Pak Dirjen PSDKP - disway.id",Disway,2024-06-14 07:00:00,https://news.google.com/rss/articles/CBMivwFBVV95cUxQQ3Jncy1iblB6N0RBQndKcFFrMTlEd0o2ZVRIWnhEZDBPeGpGM2hSQUw0bmVvYmRrVTk2SFdhUU81ZmxqTWFCbDFYTWh6S1poYXRhVDNJRXVqLV8wZy1LSGcxcWVmREtTOXE3TkppZ054Tll5a2ZvZGlNVXZ2bGJ3ME9MZHdYLVZVZ2ZjVG9Sb21pRmV6aFhQbHVyS3RSNlMyRjFoSExoaWFFQ1g1UFlseG5hSHZxOVZLRU5MNkt1Y9IBvgFBVV95cUxPdzE0OUlyRDBuUzZjU1BHS196dkZqdnU0dzVyTmZwYmV2QkNQelIybzM5M2ZRX2pOdFhDLVFTNE85OVFhZFI1WU5iSjY1clFWd0tybEdWTVlkNW5HOGRiTDFTRVZfNkt1WlBFbGxWNVBlUVVXRVdFclZ0T2VHZEhFdE1aRmMwaFF1NmM5SHZ0Z0M4czJCWDFpX2Y3X2Y1d0JXa2hDYURIQXhheWlXeC1BVmZJTUEtNl9NcUxxTGpB?oc=5,True,netral,0,0,E2_aturan_persiapan
"Cerita Pejabat KKP Habisi Tambang Pasir Ilegal, Ini Lokasinya",CNBC Indonesia,2024-06-14 07:00:00,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQakVQUGdqZWdHMjNOSGRfbWl5Q09CYmlRQ3h5bFpsM184Yi1ibnZxaER6dm44SkVqMlFnY3VDcXJ1ekhwYW1Na2Q1aEpnN0hLc3NybFRKdzdCNXJVX0lQTnVvWnd0WVBxbXBfYmdxWmpHRTIwRmc0RUI4LUJISjdTdEw0eXVIdG91ZmlVY0JZZFFndktXRF9jYXVELS0zRHZGSzFLYUZBa2p2UjgyQXZOWEMyRUhKLU4wRHVN0gHAAUFVX3lxTFBpRUtDQUdRQVlNSEkyZllSSGFIa3VrQWRLQzI4VERWNktsSDVqTWl2bDRkSEViU0o3UzdEb01WRlhCTDFzS3llY3F6YlJaWVZUajlUa1ZycEJHOEtBN2JTRXZKY05yX3ltYm04V1JobFA5U3kwRzNhdFZGNE5jVFNSbEI2cEJoQ1ZzQmJSS2RRSVNiR2Q0YlFCY3BtSXprUnUxTy0yT19oaWtJS0h2M1MxNGNxVDdyZlYzcDc2dU9HVQ?oc=5,True,netral,0,0,E2_aturan_persiapan
Jejak Hitam Kapal Vox Maxima yang Sebabkan Pencemaran di Singapura,Kompas.id,2024-06-19 07:00:00,https://news.google.com/rss/articles/CBMinAFBVV95cUxQS0NNS0tCMnZHbS1va3dsaC1Qck1aLWYyaDJBRGI2blRjeVJSVG5tV1JUek5UNkNVOWcwYzc4U0FERWY0Q09DTWo3bjBMQlI0NjFHLXdhcGVSdHJ1ZFRveUJ2Ung4d3Y1Z21Va3Z6VEw1V19WelRTeGJBaE56UEctdWctX1o0OXUtU0twUGZDTWJoeG5lMnhuVGU4WDg?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
Ini Penyebab Kapal Asing Keruk Pasir Laut RI Belum Tertangkap,finance.detik.com,2024-06-21 07:00:00,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOUXdfLWFfOXhaeG1wV25RdGE1eDNGRzEzNGsxaE16b1pBLUp1STJjT19qNFh2UERjZ1NuaUg4M3VzYmtaMHlxQlZFdXhoOEtPMWlIaHVFUjBMdjJfRC10UTNuemFIZWlvS21ESXEyMG9kdGMxSEFpcUVLdkFpcFdmYlEzaTk3WWVCYTRRRjFXeDZHRDVOMGxrMVBrZnBtSkJUMlFqS1VISHVXdlVKTFZNcGdkcUs2RFQyTkR30gHAAUFVX3lxTFA2VGpFc1B6azdqVG5IcG5WMjZXRWtrYlVndmJ5aFFpWkNqTXB2ekhZcHh3RTl2bWtJUjdBMWlHeTlsOVd6dnJIZTc5XzdjcUdIX19QVlk5LXhRck1Db1JPWGdqU0RLWFpSNWRNNUhCcndRbjlhdVBMM210V1dVTVNmNkNhV0VIZVFkNkhnU20wYXZVa3VHM0pkUW8xSC0wSWhNMmhxZ1hwdEt6QW9yT2tleHl1Z3ptVEIwdnpCRnRvbQ?oc=5,True,netral,0,0,E2_aturan_persiapan
"Ekspor Pasir Laut Siap Dibuka, Pemerintah Jamin Aturannya Ketat",CNBC Indonesia,2024-06-21 07:00:00,https://news.google.com/rss/articles/CBMivgFBVV95cUxNNmRYM2luLVRpa1I4YW42b00tMnN2NGc5NjhHTVM3dkY4NTFUNWNBMEVkUVJGXzJnWnlxYVRQOGtDY2d1bXdLR01MYWJtS05sclUzN0RKWVZNczJVNmhjdW1tdzd4Wm43RDFMMTBqVU9Nd0lLVVdNQlZPMU90TGNlQTlSUkRSVktQQlpJUkdLTFJoczdlbHJKcE9YdV9jSmdtNGhaVjBQM1FSM0xVT25ZOFpJQ2xXVk03Y0F1UXNR0gHDAUFVX3lxTE1MSzR4QkNaZzZ6c2xWX183OVJ2dDJ1ZGQybHZwRDBkQ3IyWEs4ZmJ1alJvVHZ4Y3MxWGNlR0FkYkNjM01PbjVicG9Ycjh3ZWRvQllfVHRCZS1LYW9rbmVkaktLVXhiWmJSQzlrWjRDM1hjTlhYbVVmYTZLYmlxUnBsY1ZTcC04NzJIN0RQRzlWbk1qNGotcExHUEN1ZmRsUmRwMGtCZUl5djNNX0pEODRtVlFwdWpMSFNlX3VRNl9MWlpnSQ?oc=5,True,mendukung,0,1,E2_aturan_persiapan
Mendag: Harga Minyak Goreng Minyakita Minggu Depan Naik Jadi Rp 15.700,CNBC Indonesia,2024-06-21 07:00:00,https://news.google.com/rss/articles/CBMixgFBVV95cUxPa1E3bVhQS1FqWGE1Qm1BWXBoSXgwTThldktRbTdQS1BETGphaFdsMDRianppMktsbFpnYmZCS0dRX1FYSGJqQTlFYTBCR0dsdVBReHVEYTdDYktQMGJkMV95STlfMmxhcWtPSFpRMDV1dDBRVk53SHA0emhqaXhmUjJJSXJrZU9CTWdIdnc1T2FTX0p3eU1lY2d1ODVXMmQwMEdxblRtNThfR1JaejllNTMxYllWenEwcE55OXpRdkFDeVBZVUHSAcsBQVVfeXFMTjU2MDFDNWhpaEdwZ2Y5cUJCeEpiMVBsWlJEMFc2ZGpKcDJIOUtBMUNfb1BBWnJCUGg2bTBTWExPS05FRTBPTWwtNnA1OHVpTERHQTQ2ZGM5ak1PRlJVT0F6T3VFbjNNUjhCMnlkME9HYXZGeExTSk5ORDh6Z2RWdG5rYWtCdk5ENTl6UGpSRWItMm9kekdFb21rd3pFQUlULWUwd3ZLSzMyWnltREVwM25MMHk4OWtzSURmUVdLUm5KNUFMYUFLb2xUdkU?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
"Kapal Asing Ketahuan Keruk Pasir Laut RI, KKP Langsung Kejar",finance.detik.com,2024-06-22 07:00:00,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPU3NEd0RqREdlR05HcDhxTk8zRWE3RUhMU3g2WHFoMGRmM0ExekJ3aHhWYWN3Q2ZiQlZlQ2gxbUhnTUM2Nm9pUDFfQTMwZ09CS0RMa1g1YjNLTlBvdXlOQnUydTFmRXc1MTRpenRZNmhYZDczR1VnTGxVNExSUXZJc1dObzVVMkVCdmtieDg1SFdnRGxEaGRCSTFETS1TUkJOUzBRNVM1cFh6c0dzVjhWemlvYUF4MTN10gG-AUFVX3lxTE1LalNWUEZ5MzBCakJkazdhbDFfVHVxMmt6aUh5d1UtNmpINlFpSUQ4d0szeEladzFXM1U1M3E4MW5BN2xrVUxINEJjcGNaOEZSb09KMEFySzNFS0VDXzlWaUROV2VoUVlib1Y0MGxoQ1ZZRVplbThWblY3MnRRd2E3TVZ2MmlTUUFlRkkzeW1USlY3RFJsN1dpSExCV1Y5aGh2bEVqUVpBT3A1U0tkcHFRLXA3bjFMdkxFWVlDYmc?oc=5,True,netral,0,0,E2_aturan_persiapan
"Banyak Negara Minat Beli Pasir Laut RI, dari Hong Kong hingga Singapura - kumparan.com",Kumparan.com,2024-06-22 07:00:00,https://news.google.com/rss/articles/CBMiugFBVV95cUxNWkljYVhyOThGRkZCTmdKeGdYRHE5VTJVVU5ybTFSc0FXV1R0R1AzRG5zV0x4bHdJLVpJdU81QjlWU0YxcFAxN3QzTGotajBwd3d1VzNEWWExWG1ZUWVKV29TNjh3OWdBaUhha0ZZeE1XMnZKQnc0WjZrWm12NzAyY1QxakpCbV80QWRTSUV5RFVDUHdkVWwzUFJ2YTlLTzNWaThFMzhTSWZtUnFGN21vc3B1aUNLR0dQeEHSAcIBQVVfeXFMTlh1UHhuSklWTWZyRDVVbXVlUHNIZndBcExfX1ZzUE5FN21NXzVuMmZNMXNGbVJuN2NhS2VZelRUaEc5Y1RyUHdRSXNPcE1TUVhLVzE4YkNZc08xQThDTzkyN3lldzFqd3RXS3pybGtsNHhyel94b3MwTnFJZmZ1U21wb0g2VVBYWkViWC1OQU1iQldva1B6RjZQc3pOVU5EQURpN3dmVWl3STZXd29TQXByMmRaS2hLWl9KMkd4bjhZcmc?oc=5,True,netral,0,0,E2_aturan_persiapan
"Menteri Trenggono Ungkap Banyak Antre Beli Pasir Laut RI, Ini DIa",CNBC Indonesia,2024-06-22 07:00:00,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOX2ZocWN5bnFMeW9WRENNUS1XMENJTUstMDZrRHhLbHVhcERodjh5NzRKeTNrRHpNYzZ0QVhXYV9NZUFYbkNxd3VqbW1Dem9xeURPb2pEeUp1eGRFWUtGNnIycW8yQTFmSERFS01pcFl3WENPMkwwcnJ4WU82NXNDZzhnTVdMOFQwNmdzSS1BOTNBYkJibWJZODROQXFKRVB0U19mUnBFM1ltdnlDbUdGU245VTFxclM3RzZoWC0yQjfSAcYBQVVfeXFMTUMxdG9xNl91QnBOdXA4bTJwUnQzNWVJT2V3b1hlSmVPa09MVWRiQzl5ZDI4Ykw2eUVXR3UxOVVCSVJheGplLUNTX0JuZTFDM2doYkxjeFVXZ2xjYUZtbE1hSmp0RHJfTHJsb0o0UUFnbnpGRS1VcjJVNjJ4aWFMZUpLUEdnejJtdWZjOVpVSHZUZTVDQ1hKamp4dDA1ZXVXUXNVZ2xiUEdtS0g5Y2ItTE9raHY4eUhkVTVhUXdXV3pibzlNWEdR?oc=5,True,netral,0,0,E2_aturan_persiapan
Harga HET Minyak Goreng MinyaKita Naik Jadi Rp15.700 Pekan Depan,pintoe.co,2024-06-22 07:00:00,https://news.google.com/rss/articles/CBMinwFBVV95cUxQMXJ0WERZOG1hRXpIYl9iaEFxM3pHalpxM2JFdzN0X2hrR1VFTEY1TG1XWVhjX1hDNW51ekpfNzZqZmxhTlE3amJKNGk1RlpBVFJNanI1S2h4a3gzVFFHNFNuZnBMSURjclptRHBOandLMXpGb2Vhc3ozZ1FtWFhPVHNubFEyNWc5MDBOaWlRV0FNdGhTTmxRYnhGejZkZG8?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
"Ekspor Pasir Laut Akan Segera Dibuka, Pemerintah Jamin Aturannya Ketat!",Jurnal Patroli News,2024-06-22 07:00:00,https://news.google.com/rss/articles/CBMisAFBVV95cUxQWUZKanF1RFlNNUZSWmlPUHVNVzI3bzNOMzFnU3pMTUNoSmxQeEFycFdlYnhKSGxvbE5kV2lJM29qTDdNS3NIN1dlUG5UeWQtYTZDQndOeVBhdnJEZUdTVzJEZW5ncHN5Nk5pRUhZT3pMaGxyYUNnQkVtVXFScnZOTEl2dldmMlc2M2tDMkszZnVJMXlFa0ZWSDAwOXpELTNTNGZFQUY3RkhtNllqZ2c4dA?oc=5,True,mendukung,0,1,E2_aturan_persiapan
Bahaya pertambangan dan dumping limbah bagi masa depan laut Jawa Timur,Ekuatorial,2024-06-23 07:00:00,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPcG9IdUFVa1V5bnZPQzFjYUNBWjBER09PeHNmVW1jMVZEQVpFWGF6OGwyXzRFWEY0Nmt1T1pIQ1ZqcVVFZ3VqdTJDLWFmNzQtVnh0Y3RqN3pBRWFUSUwwcl85ZkRfbDFkTUlpZEhyT2ZEdThmNy16bk9kWl9HdXU4N3FGZGtGdHhUMHVnZ0diXzBabWJIUjRHU01GUzZuRHlvQU9ZZDhqd1hxdw?oc=5,False,di_luar_topik,1,0,E2_aturan_persiapan
"HET Minyakita Siap-Siap Naik, Stok di Pasar Mulai Langka-Beli Dibatasi",CNBC Indonesia,2024-06-24 07:00:00,https://news.google.com/rss/articles/CBMixwFBVV95cUxPV2RlbGs5anlWR2hQTjhWNC1FU0g3czNhVnUyNThDMXZ0aGpOdi1TdTJ1czZxYkZJblBOcE9WMWlzLWd6MVVBUnEyVlQ5cnVDbkZ1LWZpaFcxWFJoODYwTXF3Sy1UMXdDeU52T3pubFhRcHZpdWsyUDB3M0g1TE5oVDlSM0R0SGFhZ3NsLUhjQjFXU3c0czFFX2M0S3dEQTN3T2l3X1ZwZzFuM0hFNktsUGtYTjNGMjdwMmYtUmV0T3FQbVZ1d3Jv0gHMAUFVX3lxTE5fQUFjWGI3YUhDV0dnRkIyY0xIcFAyTWpFU2dDUFpQRVI2aFU3cDBBdktmLXJacXd1MFRyNTh3eUZPaTNnMlVxdUxFRmFFZUVQZDlEeGxBRFB4TGFiVEppdG16ZlBTSEtac3E5X3JfTDUtVUZWNkZsbm9BTS1MS0NzeWt0cjBJbi1OcGc3Q2pvaHFiZTNaMzJRMWZKN1lRSFV5UkNCREFTYndRSFp1c2RPWGJTS3ZKTDlKTGZwdVNwb3pEQVJ5X3VFV29XMA?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
"Sosok Susi Pudjiastuti yang Dilirik PDIP di Pilkada Jawa Barat: Karir, Bisnis, dan Hobi Paddle Board",Tempo.co,2024-06-25 07:00:00,https://news.google.com/rss/articles/CBMizAFBVV95cUxQWm5qcVM4VUR3Y1dWTTA5dXlaVmJ1OWhja1ZwZ2V2NkVGSHUyS2pxX25RYVc1b0wxVE5NRERPME41LXI5RjUwWEZHY2JpNThlbEpDcUpwOFJjbDA4WnJUOGJrMmk2V0lNdHVuVl9NNTF1UHZoUlV5bWFvRklhbDRVM3gwWVVIVTBBQk5obGVyQW5DQXQ4VXdxTjE2VjJRSERDTkxfaUt2VDZsb1hDSU9NZE81c1NHYUk4dXBlS1dNWlRJdm1pcl8tNDk1MHA?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
"Marak Penambangan Pasir Laut, Apa Dampaknya?",Kompas.com,2024-06-25 07:00:00,https://news.google.com/rss/articles/CBMinwFBVV95cUxOeHlXX25udWVWdk1iNFNVMGlsYlM1TTNnV1FpVUthT3QzTjN3R3NEZzJUZ3hCbzVoSUpLV0VWZjVDbXExcU40S0swVnVPOWFsbTJfRTRxVGlXOE51eVhNVTNXLTg0WXJiZkoxSTBvallBNTYyY1RaRU9WaVBrU09NUlpaZjk1QUtNUktlZ3RwRm5Ka1R6bXY0RXA1aEc5LWc?oc=5,True,netral,0,0,E2_aturan_persiapan
Bakamla Tangkap 3 Kapal Penambang Pasir di Pulau Babi,Rmol.id,2024-06-28 07:00:00,https://news.google.com/rss/articles/CBMipgFBVV95cUxOUWJlamlHR2RzeTVfXzNwYzh0WTFRbXMwck12U3MyUzlDek1NOVlSR0RlSVlDWElTOHZZZ1EtcVhYT0R5MmVzbHBxQkxiMVZGMlpta0x6S1BJZ0pMbWpxQVU0VVJlTG00am1CRzhtSFRZUTlrNjlLaVZRZ0I1cktKWm54VUV4OHo3aktHbUt3Y09JQ05nb3dScmR0UF8tSTkxVnp0S2h3?oc=5,False,di_luar_topik,0,0,E2_aturan_persiapan
Bakamla Amankan 3 Kapal Penambangan Pasir Ilegal di Perairan Karimun,detikcom,2024-06-28 07:00:00,https://news.google.com/rss/articles/CBMiswFBVV95cUxQSmRpcUJuSkdfVTBOZWF5ZDlHOWYyY2ctTDJ2bWhuZUNnSU1qMUJacTJUbTB1ZXJVOWViR29nQ0NFeElrQjBZQ3J0M2tRLVZEY2J5THdyS01VV3Z5dFNZVmxLUENPLWYzUWI1ZHg0N2lmWVFKcW1fWDBfUzVKTXg5YThXVXNMaW5PYnh1Zzc2ZUgzMEJNODdwOVFBdUIxLVlNc3BDZnNhSi1QNHlYNkh6bWdma9IBuAFBVV95cUxQbmlaWnVVN2ZLanhtN1hDVklFTjc2S21NQzZkVVZaaGwwQ2dVd05IZ2VqdlJyRF9PbFNyZ0VRUm1La0trU21hNVlmbUJNNUZuampUXzh2TUJ5Tnc1RENVbWc3ZTFWa1hHZXlXaHAyRXN6blU1X0x6bFJEMEgtNXVRbTBnM2Y1M2VjdkVkMHdVQm14U3pfRnlHWHBPbFZ6WUJ1LU91UmczQ3J3QTZPMF95a3RUXzFxZHpi?oc=5,True,netral,0,0,E2_aturan_persiapan
"Diduga Langgar Area Eksplorasi, Bakamla Tangkap 3 Kapal Penambang Pasir Laut di Karimun",kepripedia.com,2024-06-28 07:00:00,https://news.google.com/rss/articles/CBMirwFBVV95cUxOU0VXMEF3UlVRQlZibkdzQ0hjZW90Ny03SngwanlWSWdyOUpZY1JIX2pRYjZJTWhfZ2VEUGtHYTFvNUQ5VUU5WjZpcFFVRGY2blpCazhJWlV3NGRUcm0xOHFFUTAzRE03aGREdGs2cmRzNkVWempvZWtUMFUzU29PRVFRcElUcU5mT196d1J5WHJJeFVtYWhtZURSLXhuTV96bDdWMUtreW5CMkMyZUZj?oc=5,True,netral,0,0,E2_aturan_persiapan
